acao,ano,descricaoElemento,fonteRecurso,funcao,id,numeroElemento,orgao,portaria,programa,subfuncao,unidade
1089,2025,"APLICAÇÕES DIRETAS","Recursos Ordinários",13,9,33900000,FCC," ",1018,391,
