arquivo,data,descricao,numero,tipo
"1877d226-e58e-444e-ad41-dfef48bea961",2025-10-03,"FORMALIZACAO DE DEMANDA.pdf"," ","DOCUMENTO DE FORMAIZAÇÃO DE DEMANDA"
"e3060456-5164-4725-bcfb-6c40f08a56ff",2025-10-03,"PLANILHA ORCAMENTARIA.pdf"," ","ORÇAMENTO ESTIMADO"
"c05e671a-51df-4e79-8227-87965a08f6c5",2025-10-03,"TERMO DE REFERENCIA.pdf"," ","TERMO DE REFERENCIA"
"4f8eba0b-771e-48ba-9a36-80a27e4b02ea",2025-10-03,"COMPROVAÇÃO DE HABILITAÇÃO.pdf"," ","COMPROVAÇÃO DE HABILITAÇÃO"
"c25b8a39-74bd-406d-8dda-6798ae8ae10b",2025-10-03,"ETP - ESTUDO TECNICO PRELIMINAR.pdf"," ","JUSTIFICATIVA DE INEXIGIBILIDADE"
"85241f91-74c6-4c4c-b55d-41b80cd5b9f8",2025-10-03,"JUSTIFICATIVA DO PREÇO.pdf"," ","JUSTIFICATIVA DO PREÇO"
"b84addd1-56a0-4c2d-afeb-ba7e21296904",2025-10-03,"QUALIFICACAO TECNICA.pdf"," ","RAZAO DE ESCOLHA DO CONTRATADO"
"cab784af-c364-4c39-a516-fe0eb36e7cee",2025-10-03,publicação.pdf," ","COMPROVANTE DE PUBLICAÇÃO"
"254bf71a-b19f-463d-a043-a61b67b300b0",2025-10-03,"AUTORIZAÇÃO DA AUTORIDADE COMPETENTE.pdf"," ","AUTORIZAÇÃO DA AUTORIDADE COMPETENTE"
"3255d16e-a12c-475f-ac47-83e349be65bf",2025-10-03,"PARECER JURIDICO -IL 021.FCC.2025 - ECAD.pdf"," ","PARECER JURIDICO"
