anoProcessoOrigem,cnpjOrgaoOrigem,dataAtaOrigem,dataAutorizacao,dataAvisoProcessoOrigem,dataValidadeAta,modalidadeProcessoOrigem,numeroAtaOrigem,orgaoOrigem,numeroLicitacaoOrigem,numeroProcessoOrigem
2024,14.186.135/0001-06,,,,,"Pregão eletrônico",,CBMSC,621,0621
