arquivo,data,descricao,numero,tipo
"862b95ab-639b-47da-8c21-5ab52264f350",2025-10-03,"FORMALIZAÇÃO DE DEMANDA.pdf"," ","DOCUMENTO DE FORMAIZAÇÃO DE DEMANDA"
"613e4ebf-a9cc-40fe-81e7-2c2ed5bf65f9",2025-10-03,"TERMO DE REFERENCIA.pdf"," ","TERMO DE REFERENCIA"
"049be44b-0c57-4735-ade4-234ad85a7451",2025-10-03,"ORÇAMENTO ESTIMADO.pdf"," ","ORÇAMENTO ESTIMADO"
"979d47fa-2610-477d-b863-90fea2c29034",2025-09-24,"PRE 124.PMC.2025 - RP CBUQ.pdf"," ",EDITAL
"f8b42489-f0e4-4085-bed9-7be5689226ee",2025-10-03,"PARECER JURIDICO - PRE 124.PMC.2025 - RP CBUQ.pdf"," ","PARECER JURIDICO"
"9bdf5095-d575-444e-b333-6410734139d4",2025-10-13,"Termo de Homologação e Adjudicação.pdf"," ",HOMOLOGAÇÃO
"1e63e873-b2b9-4707-b1eb-9e7fe4294d5a",2025-10-13,"AtaAdjudicacao (2).pdf"," ","ata de sessão"
"36d17042-fd13-4732-8fd5-8fbcc35e4d1a",2025-10-13,AtaSessaoFinal.pdf," ","ata de sessão"
