descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Agendamento de odontologia  9x9 cm papel offset 180 gr 1x cores , podendo ser solicitado 2 modelos. Arte por conta da empresa vencedora.",7156427,13,5000,ATIVO,UNIDADE,350,0.07
"Auto de intimação vigilância sanitária 3 vias aut.30x21cm1x0 cor 1a via branco, 2a. Via zul e 3a. Via rosa, 50X3.",7156428,18,70,ATIVO,BLOCO,890.4,12.72
"Auto para coleta de água para consumo humano 2 vias aut. 1 e 2 vias bca 30x21cm 1x0 cor, 50x2",7156429,19,50,ATIVO,BLOCO,485,9.7
"Bacteriologia da tuberculose  15x21cm 1x0 cor Papel offset 75g, 50x1 via.",7156430,21,30,ATIVO,BLOCO,195.3,6.51
"Bloco de formulário 2 vias com papel carbonado conforme modelo a ser encaminhado Comunicado de Visita Escorpiões tamanho 21,0 x 14,5 cm impressão frente preta e branca 2 vias com papel carbono bloco de 50x2.",7156431,26,100,ATIVO,BLOCO,649,6.49
"Bloco de formulário 2 vias com papel carbono  conforme modelo a ser encaminhado Ficha de Busca Ativa de Escorpiões tamanho folha A4  21,0 x 29,7 cm impressão frente; preta e branca 2 vias com papel carbono  blocos de 50X2.",7156432,27,100,ATIVO,BLOCO,818,8.18
"BLOCO RASCUNHO PODER EXECUTIVO  21X15cm, offset 56gr, 1x0 cor, colado 50x1",7156433,28,130,ATIVO,BLOCO,309.4,2.38
"BOLETIM DE CADASTRO IMOBILIÁRIO  BCI  28x21,5 cm, offset 56gr, 1x1 cor, colado. 100x1.",7156434,29,15,ATIVO,BLOCO,148.5,9.9
"Boletim de Campo FAD RG 01 conforme modelo a ser encaminhado impressão somente na frente da folha preta e branca bloco com 50 folhas. 30x21cm 1x0 cor Papel offset 75g",7156435,30,800,ATIVO,BLOCO,2472,3.09
"Boletim de Campo FAD RG 02 conforme modelo a ser encaminhado impressão somente na parte da frente da folha preta e branca; bloco 50x2, 30x21cm 1x0 corPapel offset 75g",7156436,31,400,ATIVO,BLOCO,2656,6.64
"Boton adesivo de papel 5X5cm corte redondo 4 cores",7156437,32,20500,ATIVO,UNIDADE,1230,0.06
"CARTÃO DE PROTOCOLO GERAL 8,5x15,6cm, offset 180gr, 1x1 com vinco e corte especial",7156438,37,8200,ATIVO,UNIDADE,328,0.04
"CARTÃO PONTO 16,8x18,8cm, cartolina palha areia, 1x1 cor, picote.",7156439,39,8000,ATIVO,CARTELA,1040,0.13
"COMPROVANTE ENTREGA CORREIOS 15,2x9,3cm. Offset 120gr, 1x1 cor, fita dupla face no verso.",7156440,48,10000,ATIVO,UNIDADE,1200,0.12
"Confecção de cartaz publicitário 4x0 cores, tam 40x60, papel couche matte 170g com verniz de proteção, corte especial.",7156441,51,1845,ATIVO,UNIDADE,2011.05,1.09
"Confecção de cartaz publicitário ate 44x31cm 4x0 cores papel couche170g, corte especial, verniz proteção",7156442,52,2245,ATIVO,UNIDADE,2783.8,1.24
"Confecção de certificado tam A4 em papel couche 180 gr, com o Brasão do município de fundo.4x4, verniz de proteção, corte especial",7156443,55,1630,ATIVO,UNIDADE,1597.4,0.98
"Confecção de certificado tam A4 em papel couche 180gr.4x4 cores, corte especial",7156444,56,930,ATIVO,UNIDADE,911.4,0.98
"Confecção de certificado tam A4 em papel reciclado 240gr.4x4cores, acabamento corte especial",7156445,57,510,ATIVO,UNIDADE,499.8,0.98
"Confecção de envelope tam. 36,5x25,4 - 4cores. Papel sulfite 120g, corte especial, colagem",7156446,60,700,ATIVO,UNIDADE,1526,2.18
"Confecção de fleyrs frente e verso em 4x4 cores, 15x21cm, papel couche150g, verniz proteção, corte especial.",7156447,63,12600,ATIVO,UNIDADE,1764,0.14
"Confecção de folders em papel couche 150gr, tam A4 com 2 dobras.4x4 cores, acabamento corte especial, vinco e dobra",7156448,65,6400,ATIVO,UNIDADE,1344,0.21
"Confecção de panfletos de programação tam. 15x21, 4x4 cores, papel couche 115gr.verniz de proteção , corte especial.",7156449,66,3300,ATIVO,UNIDADE,693,0.21
"Controle de TOD 30x21cm  1x0 cor Papel offset 75g, blocos c 50Fh.",7156450,67,100,ATIVO,BLOCO,489,4.89
"Convites  tamanho 21x30cm,4x4 cores, tinta escala em couche brilho 250 g.",7156451,68,5400,ATIVO,UNIDADE,2916,0.54
"Declaração de Comparecimento 21x14,5cm  1x0cor  Papel offset 75g, Blocos com 100Fh.",7156452,78,1000,ATIVO,BLOCO,2400,2.4
"ENVELOPE OFÍCIO COM TIMBRE11,4x22,9 cm, offset 75gr,1x0 cor corte especial, colagem e vinco",7156453,84,11000,ATIVO,UNIDADE,990,0.09
"Etique laboratório Dengue picotado18,5x27,5cm 1x0 cor Papel offset 75g, 50Fh.",7156454,85,100,ATIVO,BLOCO,620,6.2
"Ficha Controle de Atendimento frente e verso papel offset 180gr  12,5x9cm   1x1cor",7156455,92,3000,ATIVO,UNIDADE,300,0.1
"Ficha de acolhimento CAPS II 30x21cm  1x1 cor Papel offset 75g. Bloco c 50Fh",7156456,93,1500,ATIVO,BLOCO,4935,3.29
"Ficha de atendimento SAMU  2 vias autoc. 1 via bco 2 via amarela- 30x21cm 1x0 corBloco c 50x2",7156457,94,400,ATIVO,BLOCO,3716,9.29
"Ficha de observação do animal agressor 30x21cm  1x0 cor Papel offset 75g, Bloco c 50Fh",7156458,95,100,ATIVO,BLOCO,370,3.7
"Ficha individual de notificação de laqueadura tubária e vasectomia 2 vias autoc. bca  30x21cm BL 50x2.",7156459,97,1,ATIVO,UNIDADE,75,75
"Folder 20x21cm 1 dobra  papel couche 170gm podendo ser solicitado 5 artes diferentes",7156460,100,5600,ATIVO,UNIDADE,1176,0.21
"Folder 297x21cm 3 dobras papel couche colorido cor 4x4 colorido, brilho 170 gr m , corte especial, podendo ser solicitado até 15 artes diferentes",7156461,101,40600,ATIVO,UNIDADE,6902,0.17
"Folder 40x21cm,4x4cores em couche brilho 150g, 3 dobras  odonto saúde bucal do idoso",7156462,102,5600,ATIVO,UNIDADE,1456,0.26
"Folder educação no trânsito Tamanho aberto 29,7x21cm, 4x4 cores, papel couche 150g. Vinco. Verniz de proteção, corte especial e dobra",7156463,104,5000,ATIVO,UNIDADE,1600,0.32
"Folheto 14x22cm, 4x4 cores em couche brilho 170g  odonto fratura dental",7156464,107,2000,ATIVO,UNIDADE,400,0.2
"FORMULÁRIO DENÚNCIA DE INVASÕES  28x21cm, offset 56gr 1X1 cor, numerado, picote, Bloco 50x3",7156465,108,20,ATIVO,BLOCO,619.8,30.99
"Memorando interno 2 vias autocopiativo,1via bca, 2via azul 18,5x15,5cm 1x0 cor, picote e grampo,50x2",7156466,134,580,ATIVO,BLOCO,3474.2,5.99
"Monitoramento das doenças Diarreicas Agudas distribuição de casos por faixa etária 30x21cm  1x0 cor Papel offset 75g, Bloco c 50Fh",7156467,135,2000,ATIVO,BLOCO,6780,3.39
"NOTIFICAÇÕES 23x21cm, offset 56gr  SB 50gr, 1x0 cor, numerado, picote 1 e 2 via, grampo, 50x3.",7156468,136,25,ATIVO,BLOCO,599.75,23.99
"NOTIFICAÇÕES 23x21cm, offset 56gr SB 50gr, 1x0 cor, numerado, picote 1 via, grampo, 50x2",7156469,137,25,ATIVO,BLOCO,524.75,20.99
"Orientações CAPS III 30x21cm  1x1 cor Papel offset 75g,  50Fh",7156470,138,1,ATIVO,BLOCO,9.54,9.54
"Panfleto 15X21 papel sulfite 150g colorido 4x0",7156471,139,20300,ATIVO,UNIDADE,2030,0.1
"Panfleto 15x21cm papel couche colorido 4x4 brilho frente  170grm2 fonte preto podendo ser solicitado até 15 artes diferentes",7156472,140,27300,ATIVO,UNIDADE,5187,0.19
"Pasta com Orelha com medidas aproximadas de 31x22cm, fechado, em papel duodesgnen 300gr, com brasão do município e escritas em preto.",7156473,141,12100,ATIVO,UNIDADE,8228,0.68
"PASTA COMISSÃO DE LICITAÇÃO 47x32,2cm, triplex 350gr c1s, 4x0 cor, corte especial, vinco,  dobra",7156474,142,3000,ATIVO,UNIDADE,2550,0.85
"PASTA DE CARTOLINA AZUL E VERDE RH 47x32,5cm, 180gr, 4 cor, corte especial, vinco dobra",7156475,144,2100,ATIVO,UNIDADE,1764,0.84
"PASTA DE PROCESSO 47x32,5cm, tríplex 300gr, 1x0 cor, vinco. Corte especial , vinco, dobra. Colagem bolso",7156476,145,10100,ATIVO,UNIDADE,9191,0.91
"Pasta para Defesa de Autuação  Tamanho 46x31,5cm, 4x0 cores, sulfite 180g, corte com vinco e furos",7156477,146,550,ATIVO,UNIDADE,984.5,1.79
"PASTA PODER EXECUTIVO 47x32,5cm, triplex 250gr c1s, 4x0 cor, plastificado, corte e vinco orelhas.",7156478,147,1000,ATIVO,UNIDADE,1570,1.57
"PASTA PODER EXECUTIVO PB  47x32,5cm, tríplex 350gr,  vinco. Corte e dobra",7156479,148,2000,ATIVO,UNIDADE,1780,0.89
"Pasta Processo administrativo Tamanho 46x31,5cm, 1x0 cores, papel tríplex 300g. Vincada., corte especial, dobra, cola",7156480,149,3600,ATIVO,UNIDADE,3960,1.1
"Plano Terapêutico singular CAPS II ad 30x21cm  1x1 cor Papel offset 75g, 50Fh.",7156481,162,2,ATIVO,BLOCO,69.98,34.99
"Prescrição de Óculos 23x16cm  1x0 cor, 50Fh.",7156482,168,1,ATIVO,BLOCO,14.99,14.99
"Programa de Combate à tuberculose- 30x21cm 1x0 cor Papel offset 75g, 50Fh.",7156483,171,100,ATIVO,BLOCO,699,6.99
"Receituário B1 cor azul  22,5x8cm  1x0 cor  papel Suber Bond azul, BL 20Fh.",7156484,174,10000,ATIVO,BLOCO,7900,0.79
"Receituário B2 cor azul 22,5x8cm  1x0 cor  papel Suber Bond azul, BL 20Fh.",7156485,175,500,ATIVO,BLOCO,745,1.49
"Receituário de controle especial duas vias autocpiativo  2a. Via cor amarela, BL 50x2.",7156486,176,1252,ATIVO,BLOCO,5759.2,4.6
"Receituário de controle especial duas vias autocpiativo  2a. Via cor amarela, BL 50x2.",7156487,177,3758,ATIVO,BLOCO,17286.8,4.6
"Receituário retinóide 21,5x8cm cor branca  1x0 cor Papel offset 75g, BL 20Fh.",7156488,178,100,ATIVO,BLOCO,199,1.99
"Receituário simples 15x21cm 1x0 cor Papel offset 75g, BL 50Fh.",7156489,179,5010,ATIVO,BLOCO,6813.6,1.36
"Bloco de Recibo Tamanho 12x8cm, 1 cor, papel autocopiativo. Blocos 50x2, numerado, picote e grampo",7156490,180,40,ATIVO,BLOCO,504.4,12.61
