descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Ectoparasiticida sarolaner 40 mg para cães de 10 a 20 kg;",7545750,24,250,ATIVO,COMPRIMIDO,14137.5,56.55
"Ectoparasiticida sarolaner 80 mg para cães de 20 a 40 kg;",7545751,25,250,ATIVO,COMPRIMIDO,16372.5,65.49
