arquivo,data,descricao,numero,tipo
"1914890c-4916-436b-8a70-21a757c4b27b",2025-03-26,"PRE 033.PMC.2025 - Prestação de serviços de cartões combustível.pdf"," ",EDITAL
"ee05f003-38fb-44f7-b9f3-62381c807f09",2025-10-03,"TERMO DE REFERENCIA.pdf"," ","TERMO DE REFERENCIA"
"90f25cd4-84a1-407c-95b6-da3c659bd275",2025-10-03,"FORMALIZAÇÃO DE DEMANDA.pdf"," ","DOCUMENTO DE FORMAIZAÇÃO DE DEMANDA"
"b86c6220-dc62-4ecd-8398-d974a30e18b9",2025-10-03,ORCAMENTACAO.pdf," ","ORÇAMENTO ESTIMADO"
"fd8c4e3c-364c-47d8-b501-3bb414337a70",2025-10-03,"Ata Sessao Final.pdf"," ",ATAS
"12a61ace-e7b8-47c0-98d2-c09da6442f41",2025-10-03,"Ata Adjudicacao.pdf"," ",ATAS
"124b6c2a-27f7-488f-b9be-ef8acdad0999",2025-10-03,"Ata Homologacao 33.pdf"," ",HOMOLOGAÇÃO
"867daee8-c4be-4eb8-ad60-11f3fe0f9fe7",2025-10-02,"Memorando Nº MEM-777_2025.pdf"," ",RECURSO
"1f504cae-c94d-424e-adc0-de84be537400",2025-10-02,Impugnação.pdf," ",RECURSO
"0208e77d-f676-4c0d-b34e-294da6b608c4",2025-10-02,"PARECER JURÍDICO DE LICITAÇÃO Nº 386.2025.pdf"," ",RECURSO
"d0298a84-748f-49ca-b1f5-9bf72778a0ce",2025-10-02,"Resposta Impugnação.pdf"," ",RECURSO
"3db328a8-5624-4f9c-b709-9f734167c1f3",2025-10-02,"VALOR GESTÃO E SERVIÇOS TECNOLÓGICOS.pdf"," ",RECURSO
"4416c39e-882d-4f3e-a3da-6f32a9b3083d",2025-10-02,"TRIVALE INSTITUIÇÃO Impugnação.pdf"," ",RECURSO
"9266e1a3-f1d7-40f0-bb43-68596c89f044",2025-10-02,"Memorando Nº MEM-777_2025 RESPOSTA Diretoria Patrimonio.pdf"," ",RECURSO
"e2e7cffc-6ddd-4e4c-9d03-14e0d9d50ca7",2025-10-02,"PARECER JURÍDICO DE LICITAÇÃO Nº 387.2025.pdf"," ",RECURSO
"8003e20a-a5b6-4405-bec9-94cba0b03141",2025-10-03,"PARECER JURIDICO - PRE 033.PMC.2025 - Prestação de serviços de cartões combustível.pdf"," ","PARECER JURIDICO"
