arquivo,data,descricao,numero,tipo
"365bf66b-cecf-4021-8f24-4af36faafcb8",2025-10-15,"CPE 147.PMC.2025 -execução, sob demanda, de tapa-buraco.pdf"," ",EDITAL
"9c5253ee-d27d-455c-b191-b2db4bcf382d",2025-10-15,Termo_de_Referencia_.pdf," ","PROJETO BASICO"
"ceb149bb-1ae6-416e-86bb-40dbd84aa9f3",2025-10-15,"Estudo_Tecnico_Preliminar.pdf"," ",ETP
"ddf9b9c5-2aef-4efc-9dc7-af823f4aa93b",2025-10-15,"Formalizacao_de_Demanda_.pdf"," ","DOCUMENTO DE FORMAIZAÇÃO DE DEMANDA"
"23259926-26db-4ed8-b0e1-2c42d91265ee",2025-10-15,"ART_6287573-1-func_assinado.pdf"," ",ART
"75673692-65fb-4de6-a3ef-356ff609faca",2025-11-06,RelatLance.pdf," ","ata de sessão"
"6b81eafd-2ace-4c3a-a07d-c6fcf957ca2b",2025-11-06,PropostasProcesso.pdf," ","ata de sessão"
"2f7734e0-6d4c-4660-85ac-babbc0c8f083",2025-11-06,AtaSessaoFinal.pdf," ","ata de sessão"
"9731856f-3776-4326-891d-87e9f6c50995",2025-11-06,"VencedoresProcessoFinal.pdf"," ","ata de sessão"
"af942e1a-48f9-4862-abf5-d137b167a863",2025-11-06,"Termo de Homologação e Adjudicação (unificado).pdf"," ",HOMOLOGAÇÃO
