arquivo,data,descricao,numero,tipo
"57e4f7c9-8c11-416a-a749-cf1f3ac8b466",2025-11-11,"1_-_SOLICITACAO_assinado.pdf"," ","DOCUMENTO DE FORMAIZAÇÃO DE DEMANDA"
"f35a658f-b3c5-4d79-bb8a-432fa1818791",2025-11-11,"3_-_TERMO_DE_REFERENCIA_-_MEMORIAL_DESCRITIVO_Caminhoes_%281%29_assinado.pdf"," ","TERMO DE REFERENCIA"
"c0dc4c4a-46de-4e8a-b728-5753a8748e09",2025-11-17,"orcamento_maxi_assinado.pdf"," ","ORÇAMENTO ESTIMADO"
"4bbe1ff2-1cee-4b34-a5b8-e4304a1b4c89",2025-11-17,"Escolha_do_Contratado_assinado.pdf"," ","RAZAO DE ESCOLHA DO CONTRATADO"
"58897c5d-98ed-42fa-a10a-3405e4cb4bbb",2025-11-17,"Escolha_de_Preco_assinado.pdf"," ","JUSTIFICATIVA E PREÇO"
"964a5fa6-d85c-42d5-9de9-d0b44c02686e",2025-11-13,"Prefeitura_Municipal_de_Criciuma.pdf"," ","COMPROVANTE DE PUBLICAÇÃO"
"3a7b8e1b-da30-473d-80fc-096e4edb7816",2025-11-13,"Termo_de_Homologacao_e_Adjudicacao.pdf"," ","AUTORIZAÇÃO DA AUTORIDADE COMPETENTE"
"23173423-5cb6-44d6-a61a-d53febf1a5af",2025-11-13,"Estado_de_Santa_Catarina_168..pdf"," ","JUSTIFICATIVA DE INEXIGIBILIDADE"
"4a251f80-81b6-495f-bd28-c93e830fdc70",2025-11-13,"DOCUMENTOS_HABILITACAO.pdf"," ","COMPROVAÇÃO DE HABILITAÇÃO"
"1aab52f0-0843-4f2c-b5fd-49e69f5d32b6",2025-11-17,"93_Eletrônico Edital 0093_2023_e-PAL 0062 - RP - Gestão Manutenção Frota Veículos_14.133.pdf"," ",EDITAL
"ac405e0a-33e1-4b7a-8671-8ef94b8f905c",2025-11-17,"2_-_ETP_-_ESTUDO_TECNICO_PRELIMINAR_assinado (1) (5).pdf"," ","ESTUDO TECNICO PRELININAR"
"886e5340-9726-447c-890a-5a93c9dbfca1",2025-11-24,"Previas_consulta_e aceitacao.pdf"," ",OUTROS
"f019a7c1-c839-4108-b1c4-ff6e929c4e8e",2025-11-24,"Demonstração de compatibilidade de valores.pdf"," ",OUTROS
"889e9809-8837-47be-a98a-ac812fb947a4",2025-11-24,"Justificativa de vantagem da adesão.pdf"," ",OUTROS
