arquivo,data,descricao,numero,tipo
"c5e4ec3c-8156-4dd0-b899-d32257317898",2025-05-09,"PRE 031.PMC.2025- Aquisição veículo SUV polícia civil.pdf"," ",EDITAL
"bda72195-1e3e-440e-981b-d29a07e37f6c",2025-10-03,"FORMALIZAÇÃO DE DEMANDA.pdf"," ","DOCUMENTO DE FORMAIZAÇÃO DE DEMANDA"
"a47f0c62-3c7e-4c64-a719-9409be4260cb",2025-10-03,"TERMO DE REFERENCIA.pdf"," ","TERMO DE REFERENCIA"
"cc2b8727-5fde-48f2-bf3b-5d9f1d246c7f",2025-10-03,"Ata Adjudicacao.pdf"," ",ATAS
"06c5db62-3571-4c35-93be-0ddc143908fb",2025-10-03,"Ata Sessao Final.pdf"," ",ATAS
"1c0ffc88-0633-4a24-ae26-295db4ddc801",2025-10-03,"Ata Homologacao 31.pdf"," ",HOMOLOGAÇÃO
"82bd72af-62c3-4a2d-b0be-a18bf0eef845",2025-10-02,"RESPOSTA IMPUGNAÇÃO GLOBO JEEP.pdf"," ",IMPUGNAÇÃO
"5a52173d-2e3b-4fd0-9e16-d9a0f6ca38eb",2025-10-02,"RESPOSTA IMPUGNAÇÃO CAOA CHERRY.pdf"," ",IMPUGNAÇÃO
"4978b86e-e6ed-4fbf-81d4-b12942705fd5",2025-10-02,"IMPUGNAÇÃO CAOA CHERRY.pdf"," ",IMPUGNAÇÃO
"de923258-3b52-43a1-973d-cecd46dc674b",2025-10-02,"JULGAMENTO DE RECURSO.pdf"," ",IMPUGNAÇÃO
"1af32055-7e4a-493c-98c0-7d44e8d8ad40",2025-10-02,"RECURSO CAOA CHERRY.pdf"," ",IMPUGNAÇÃO
"03cde977-2ebb-4545-b9a2-90536a96b9a2",2025-10-02,"RESPOSTA IMPUGNAÇÃO INDIK.pdf"," ",IMPUGNAÇÃO
"14f4b9a8-34e0-41e2-953d-f0f2b4ec24fb",2025-10-02,"IMPUGNAÇÃO GLOBO JEEP.pdf"," ",IMPUGNAÇÃO
"cf8d55d2-8643-4af5-a3c7-93c6c6bdcb14",2025-10-02,"IMPUGNAÇÃO INDIK.pdf"," ",IMPUGNAÇÃO
"197abf4b-1304-4367-88e1-8eada8c672bb",2025-10-03,"PARECER JURIDICO - PRE 031.PMC.2025- Aquisição veículo SUV polícia civil.pdf"," ","PARECER JURIDICO"
