arquivo,data,descricao,numero,tipo
"6c0b2c14-6174-4de9-a951-6dbd4f85f014",2025-11-05,TERMO_DE_REFERENCIA.pdf," ","TERMO DE REFERENCIA"
"08275fb3-2d2b-4e52-b020-944a5bf0e5f0",2025-11-05,"FORMALIZACAO_DE_DEMANDA.pdf"," ","DOCUMENTO DE FORMAIZAÇÃO DE DEMANDA"
"6e8e7462-f7b0-44f0-bfa3-8c3a0a0cbb4e",2025-11-05,ETP.pdf," ",ETP
"e7fade32-64ba-4f53-8c6e-08b3b970294a",2025-11-05,"Termo_de_Homologacao_e_Adjudicacao_157.pdf"," ","AUTORIZAÇÃO DA AUTORIDADE COMPETENTE"
"f11e6107-ab16-4b8d-9efd-54fdfa8fb642",2025-11-05,PARECER_TECNICO_IL.pdf," ","RAZAO DE ESCOLHA DO CONTRATADO"
"c5c68ba4-9194-4388-9390-b4dbd927ec4b",2025-11-05,"PARECER_JURIDICO_IL_DISTRIBUIDORA_DE_LIVROS.pdf"," ","JUSTIFICATIVA DE INEXIGIBILIDADE"
"024ffcfd-bcbc-4a17-8278-1331ecdfa8b6",2025-11-05,"IL_DISTRIBUIDORA_DE_LIVROS.pdf"," ","COMPROVANTE DE HABILITAÇÃO"
"769f039c-237b-4cd6-85e3-af9064aafb77",2025-11-05,157_a_162_publicacao.pdf," ","COMPROVANTE DE PUBLICAÇÃO"
"c0e62c9f-a39c-48c9-b0c8-aa22f4f173d3",2025-11-05,ETP_JUST_DE_PRECO.pdf," ","JUSTIFICATIVA E PREÇO"
"c5fb5f84-47b1-4760-a013-8bc8e3c12915",2025-11-05,"TERMO_DE_REFERENCIA ORÇAMENTO.pdf"," ","ORÇAMENTO ESTIMADO"
