arquivo,data,descricao,numero,tipo
"c6fdd61c-9b55-4165-8a70-5a45e3e2c592",2025-07-24,"Dispensa Eletrônica 100.PMC.2025 - Vistoria centro do autista.pdf"," ",EDITAL
"04e07d12-0a30-4d1a-a61c-11f2ab6f67a5",2025-10-03,"TERMO DE REFERENCIA.pdf"," ","TERMO DE REFERENCIA"
"d2cfc450-0a7c-483f-8391-cf951c815d39",2025-10-03,"FORMALIZAÇÃO DE DEMANDA.pdf"," ","DOCUMENTO DE FORMAIZAÇÃO DE DEMANDA"
"0f9167a9-4678-4e26-be27-40eb93ada483",2025-10-03,"ORÇAMENTO ESTIMADO.pdf"," ","ORÇAMENTO ESTIMADO"
"4b416b02-9a36-4ff2-99b9-04357f0469ec",2025-10-03,"ESTUDO TÉCNICO PRELIMINAR.pdf"," ","JUSTIFICATIVA E PREÇO"
"60861a4b-c9df-466e-b890-f5120adc34ee",2025-10-03,"AUTORIZAÇÃO DA AUTORIDADE COMPETENTE.pdf"," ","AUTORIZAÇÃO DA AUTORIDADE COMPETENTE"
"861aa157-fdff-4a81-a3d0-3da68b026da2",2025-10-03,"RAZAO DA ESCOLHA.pdf"," ","RAZAO DE ESCOLHA DO CONTRATADO"
"2e7ec943-e9bb-4f0a-a78b-d3039794591e",2025-10-03,"COMPROVANTE DE HABILITAÇÃO.pdf"," ","COMPROVAÇÃO DE HABILITAÇÃO"
"c7f4134d-2a3c-4255-aa61-a330e58c28f9",2025-10-03,"JUSTIFICATIVA DE INEXIGIBILIDADE.pdf"," ","JUSTIFICATIVA DE INEXIGIBILIDADE"
"1f530c6d-f2d7-481e-918a-203b8c6befe4",2025-10-03,"COMPROVANTE DE PUBLICAÇÃO.pdf"," ","COMPROVANTE DE PUBLICAÇÃO"
"2cbde99d-8baf-4f8b-a150-605fcbf683b3",2025-10-03,"Ata Homologacao 100.pdf"," ",HOMOLOGAÇÃO
"63dc8a79-67ca-485f-9b45-be2f4413e393",2025-10-03,"ATA DE ADJUDICAÇÃO.pdf"," ",ATAS
"4ac6a7a7-84c5-4275-89f0-39c4fcd58dd1",2025-10-03,"ATA DE SESSÃO.pdf"," ",ATAS
"275bb931-c87e-4a0d-a280-603d62e21315",2025-10-03,"PARECER JURIDICO.pdf"," ","PARECER JURIDICO"
