arquivo,data,descricao,numero,tipo
"d87c8d85-b899-4ee1-96a2-2c34e613a3b5",2025-06-20,"PRE 083.PMC.2025 - RP  gás.pdf"," ",EDITAL
"21262405-37dd-46aa-923b-1a6f9ba59297",2025-10-03,"TERMO DE REFERENCIA.pdf"," ","TERMO DE REFERENCIA"
"bae58656-3dd6-4eb9-9459-59ae17ccc563",2025-10-03,"Ata Adjudicacao.pdf"," ",ATAS
"c7534c31-7141-4be8-aeba-662bfb1f4b54",2025-10-03,"Ata Sessao Final.pdf"," ",ATAS
"70fa3084-fa23-4f60-8a8c-ac6bbc0a0144",2025-10-03,"Ata Homologacao  83.pdf"," ",HOMOLOGAÇÃO
"635b00b7-7765-4c63-b414-c8fe0d74e67a",2025-10-02,"IMPUGNAÇÃO ULTRAGAZ.pdf"," ",IMPUGNAÇÃO
"4a6066ff-9d02-42af-a779-58acd82c1eba",2025-10-02,"RESPOSTA IMPUGNAÇÃO ULTRAGAZ.pdf"," ",IMPUGNAÇÃO
"3f653e14-7e64-4786-9f05-d8b71721d95a",2025-10-03,"PARECER JURIDICO - PRE 083.PMC.2025 - RP  gás.pdf"," ","PARECER JURIDICO"
