arquivo,data,descricao,numero,tipo
"c0c33e91-25d4-4677-80b6-6974f17fc5f6",2025-01-29,"PRE 001.FMAS.2025 - RP cestas básicas.pdf"," ",EDITAL
"32f979bc-6788-49ec-a22e-c000d9248791",2025-10-03,"FORMALIZAÇÃO DE DEMANDA.pdf"," ","DOCUMENTO DE FORMAIZAÇÃO DE DEMANDA"
"f2bdbd65-d8eb-45a7-8910-830b0a17a6d9",2025-10-03,"TERMO DE REFERENCIA.pdf"," ","TERMO DE REFERENCIA"
"ff51db79-2200-454a-814b-c93dda5255b3",2025-10-03,"ORÇAMENTO ESTIMADO.pdf"," ","ORÇAMENTO ESTIMADO"
"27212a0c-634b-4465-a23f-89ec0909f9a0",2025-10-03,"Ata Homologacao.pdf"," ",HOMOLOGAÇÃO
"dac82362-136c-4c8b-9013-91e33b5c44ae",2025-10-03,"Ata Adjudicacao.pdf"," ",ATAS
"84b24c07-c9fb-4b0d-96d5-947f7da28154",2025-10-03,"Ata Sessao Final.pdf"," ",ATAS
"90441025-8137-4879-9aa3-749dc83e3809",2025-10-02,"CONTRARRAZÃO BRINGHENTTI.pdf"," ","RECURSOS/IMPUGNAÇÕES/MEMORANDOS"
"6dd53507-6f6f-452b-a7fa-adaf100e3d7b",2025-10-02,"PARECER JURÍDICO.pdf"," ","RECURSOS/IMPUGNAÇÕES/MEMORANDOS"
"7d7d5017-df0a-43dc-a9d8-8fec3ec4f138",2025-10-02,"RECURSO PLENUS.pdf"," ","RECURSOS/IMPUGNAÇÕES/MEMORANDOS"
"3790f5c4-e4a1-421f-9ddf-46d59485be55",2025-10-03,"PARECER JURIDICO - PRE 001.FMAS.2025 - RP cestas básicas.pdf"," ","PARECER JURIDICO"
