arquivo,data,descricao,numero,tipo
"5f87cd5f-abd6-46bb-b9a9-168c1f5ae5fb",2025-05-09,"PRE 053.PMC.2025 - Prestação de serviços de agenciamento de passagens aéreas.pdf"," ",EDITAL
"96a0f4fe-718f-4c08-9fed-4296f120c400",2025-10-03,"FORMALIZACAO DE DEMANDA.pdf"," ","DOCUMENTO DE FORMAIZAÇÃO DE DEMANDA"
"adc3e64c-4e3b-47af-989c-02911d6ec4b0",2025-10-03,"TERMO DE REFERENCIA.pdf"," ","TERMO DE REFERENCIA"
"2134f2c9-58a4-4310-8a81-5b70009b1d0d",2025-10-03,"Ata Adjudicacao.pdf"," ",ATAS
"f1f1c8dd-1b52-4287-839a-0507e04dc0cd",2025-10-03,"Ata Sessao Final.pdf"," ",ATAS
"687416a9-62b0-472a-a385-53008d1884b5",2025-10-03,"Ata Homologacao 53.pdf"," ",HOMOLOGAÇÃO
"29eb0be5-ebed-41c6-aac9-2bb90b4f4f7a",2025-10-02,"16.07.2025 CONTRARRAZOES PODER VIAGENS X ZANELLA.pdf"," ","RECURSOS/IMPUGNAÇÕES/MEMORANDOS"
"9113a8e1-ede4-443c-a9ff-14a023a8049d",2025-10-02,"Memorando Nº MEM-4042_2025.pdf"," ","RECURSOS/IMPUGNAÇÕES/MEMORANDOS"
"08c713e2-8449-4b77-965d-42d28ac9d09a",2025-10-02,"22.05.2025 PARECER JURÍDICO DE LICITAÇÃO Nº 596.2025.pdf"," ","RECURSOS/IMPUGNAÇÕES/MEMORANDOS"
"1c721020-960a-46c3-a7f2-ab17fdb5a74d",2025-10-02,"18.06.2025 Memorando Nº MEM-5211_2025.pdf"," ","RECURSOS/IMPUGNAÇÕES/MEMORANDOS"
"d3b4fa9b-4700-4967-a906-a450b35ff732",2025-10-02,"21.07.2025 PARECER JURÍDICO DE LICITAÇÃO Nº 873 2025.pdf"," ","RECURSOS/IMPUGNAÇÕES/MEMORANDOS"
"6d363060-f627-4af6-aa07-a732e7f12ee3",2025-10-02,"VESH TRAVELS CONTRARRAZÕES.pdf"," ","RECURSOS/IMPUGNAÇÕES/MEMORANDOS"
"43fe172b-5464-47c9-96b3-a044b4fa8fcd",2025-10-02,"21.05.2025 IMPUGNAÇÂO ILÔ TRAVEL.pdf"," ","RECURSOS/IMPUGNAÇÕES/MEMORANDOS"
"4bcd18f1-801d-4767-b9ec-49fc7325305d",2025-10-02,"05.06.2025 PARECER JURÍDICO DE LICITAÇÃO Nº 654.2025.pdf"," ","RECURSOS/IMPUGNAÇÕES/MEMORANDOS"
"94f1aab1-cf34-4eb7-ba73-0081196c8cb0",2025-10-02,"ZANELLA TRAVELS RECURSO.pdf"," ","RECURSOS/IMPUGNAÇÕES/MEMORANDOS"
"d88158a2-2146-4ee5-818d-5e3247248824",2025-10-02,"18.06.2025 RECURSO ZANELLA 2.pdf"," ","RECURSOS/IMPUGNAÇÕES/MEMORANDOS"
"ed1ba903-7423-4b71-b37b-6bc1deaef6ef",2025-10-02,"18.06.2025 Contra razão PM de Criciuma assinado.pdf"," ","RECURSOS/IMPUGNAÇÕES/MEMORANDOS"
"2776d437-37fe-4c6d-8205-ee1081f286cb",2025-10-02,"30.06.2025 PARECER JURÍDICO DE LICITAÇÃO Nº 772.2025.pdf"," ","RECURSOS/IMPUGNAÇÕES/MEMORANDOS"
"e994bea3-c77f-4007-bc71-dc3267ec06d1",2025-10-02,"21.05.2025 Memorando Nº MEM-3414_2025.pdf"," ","RECURSOS/IMPUGNAÇÕES/MEMORANDOS"
"6c2feaa9-ea71-48e1-adc9-e9dddc06b8e0",2025-10-02,"16.07.2025 RECURSO ZANELLA X PODER.pdf"," ","RECURSOS/IMPUGNAÇÕES/MEMORANDOS"
"43a7526c-e1dc-4497-9120-f6cb306337f8",2025-10-02,"16.07.2025 Memorando Nº MEM-6787_2025.pdf"," ","RECURSOS/IMPUGNAÇÕES/MEMORANDOS"
"86c2ac9a-2108-45cb-a09d-01de96596a13",2025-10-03,"PARECER JURIDICO - PRE 053.PMC.2025 - Prestação de serviços de agenciamento de passagens aéreas.pdf"," ","PARECER JURIDICO"
