anoProcessoOrigem,cnpjOrgaoOrigem,dataAtaOrigem,dataAutorizacao,dataAvisoProcessoOrigem,dataValidadeAta,modalidadeProcessoOrigem,numeroAtaOrigem,orgaoOrigem,numeroLicitacaoOrigem,numeroProcessoOrigem
2023,12.075.748/0001-32,,,,,"Pregão eletrônico",,CINCATARINA,0093,0093
