arquivo,data,descricao,numero,tipo
"6a35228b-f6e5-480b-8ec7-4551a8dd8627",2025-12-02,"PRE 182.PMC.2025 - Publicação de atos em jornais.pdf"," ",EDITAL
"2960fc7a-0113-4656-b725-143fdbb3c18c",2025-12-02,"04_-_TERMO_DE_REFERENCIA.pdf"," ","TERMO DE REFERENCIA"
"b72d72d0-0592-4036-a79b-e19338ebfc76",2025-12-02,"01_-_FORMALIZACAO_DE_DEMANDA.pdf"," ","DOCUMENTO DE FORMAIZAÇÃO DE DEMANDA"
"07775ec7-4c3a-4daa-8996-1ddf8b88c935",2025-12-02,"02_-_ETP_-_ESTUDO_TECNICO_PRELIMINAR.pdf"," ","ESTUDO TECNICO PRELININAR"
"d5f01b90-5798-497b-a7c6-4ba8092ec94a",2025-12-19,AtaSessaoFinal.pdf," ",ATAS
"6694a49f-ff02-40ff-83a4-9fbd7a604376",2025-12-19,PropostasProcesso.pdf," ",ATAS
"7ebb69ec-92a8-4bb2-abed-87d0119e8965",2025-12-19,AtaHomologacao.pdf," ",ATAS
"3d08120e-c71a-41fe-85ca-e6341084e233",2025-12-19,RelatLance.pdf," ",ATAS
"6dace36b-a7b4-41e8-8c0c-18342c5fda12",2025-12-19,"VencedoresProcessoFinal.pdf"," ",ATAS
"e17eb450-bd34-4d03-ba75-caef09f990de",2025-12-19,AtaAdjudicacao.pdf," ",ATAS
"e5140f96-2255-4037-94f4-8c04dfd5dac5",2025-12-19,"Termo de Homologação e Adjudicação (unificado).pdf"," ",HOMOLOGAÇÃO
