arquivo,data,descricao,numero,tipo
"3d767fc6-e756-4aa9-876e-eba4a9e0a7fc",2025-04-01,"Dispensa Eletrônica 034- aquisição unidades de armazenamento (disco rígido).pdf"," ",EDITAL
"dffdd7a1-423b-44f4-a4e8-a8d351b1710c",2025-10-03,"FORMALIZACAO DE DEMANDA.pdf"," ","DOCUMENTO DE FORMAIZAÇÃO DE DEMANDA"
"170e7492-a00e-4f47-8bf5-557a35e69fec",2025-10-03,"TERMO DE REFERENCIA.pdf"," ","TERMO DE REFERENCIA"
"bc644311-368e-48a9-a9cb-d27658d32d95",2025-10-03,"COMPROVAÇÃO DE HABILITAÇÃO.pdf"," ","COMPROVAÇÃO DE HABILITAÇÃO"
"52bb2c1b-7934-4bdc-8b35-1d8fcdd5af2d",2025-10-03,PUBLICAÇÃO.pdf," ","COMPROVANTE DE PUBLICAÇÃO"
"140fb1f5-a403-424f-9a2d-3505e811dc75",2025-10-03,"JUSTIFICATIVA DE DISPENSA.pdf"," ","JUSTIFICATIVA DE DISPENSA"
"99aa61a9-9573-45b1-9f66-97e9b7419830",2025-10-03,"JUSTIFICATIVA DO PREÇO.pdf"," ","JUSTIFICATIVA E PREÇO"
"e83bb0bc-4e5f-46c0-91ba-61fee87acd25",2025-10-03,"RAZAO ESCOLHA.pdf"," ","RAZAO DE ESCOLHA DO CONTRATADO"
"ea357afe-06ca-4e32-978a-1f03a4b9ea93",2025-10-03,"AUTORIZAÇÃO DA AUTORIDADE COMPETENTE.pdf"," ","AUTORIZAÇÃO DA AUTORIDADE COMPETENTE"
"3a65b3db-a665-4881-bda7-fb29aaf46b93",2025-10-03,"Ata Adjudicacao.pdf"," ",ATAS
"094a7d21-bed8-4d3c-bfeb-32177c16d57b",2025-10-03,"Ata Sessao Final.pdf"," ",ATAS
"90485851-6522-4d41-b640-7a5f9842e333",2025-10-03,"Ata Homologacao 34.pdf"," ",HOMOLOGAÇÃO
"6a2d0509-2c2e-4ab3-a582-1454523e0459",2025-10-03,"PARECER JURIDICO - Dispensa Eletrônica 034- aquisição unidades de armazenamento (disco rígido).pdf"," ","PARECER JURIDICO"
