arquivo,data,descricao,numero,tipo
"0960833d-944d-4ce6-8c27-6d4823346118",2025-05-02,"Dispensa Eletrônica 051.PMC.2025 - Confecção e instalação de perfis metálicos.pdf"," ",EDITAL
"a53b70d8-6781-4368-b47e-31f04015ede4",2025-10-03,"FORMALIZACAO DE DEMANDA.pdf"," ","DOCUMENTO DE FORMAIZAÇÃO DE DEMANDA"
"29d41252-d52e-49c6-942d-140d44e76a33",2025-10-03,"TERMO DE REFERENCIA.pdf"," ","TERMO DE REFERENCIA"
"362cb0bd-2cf6-431d-a89b-0af114281da4",2025-10-03,"JUSTIFICATIVA DE DISPENSA.pdf"," ","JUSTIFICATIVA DE DISPENSA"
"16e177a3-7c4e-47ab-a295-613e9e8f766f",2025-10-03,"COMPROVAÇÃO DE HABILITAÇÃO.pdf"," ","COMPROVAÇÃO DE HABILITAÇÃO"
"af6e0264-a8f9-4fd4-8c6a-4e5a6ef32686",2025-10-03,"JUSTIFICATIVA DE PREÇO.pdf"," ","JUSTIFICATIVA DE PREÇO"
"b9cb604a-9d1c-46dc-8cbe-77da7c4dde9f",2025-10-03,"RAZAO DA ESCOLHA.pdf"," ","RAZAO DE ESCOLHA DO CONTRATADO"
"530663af-1336-457b-a8ab-740fa04f8136",2025-10-03,"AUTORIZAÇÃO DA AUTORIDADE COMPETENTE.pdf"," ","AUTORIZAÇÃO DA AUTORIDADE COMPETENTE"
"77a98405-3727-4b2b-8fbc-67c398ab8d4e",2025-10-03,"COMPROVANTE DE PUBLICAÇÃO.pdf"," ","COMPROVANTE DE PUBLICAÇÃO"
"9c33b3b4-c467-43ea-8a3a-510f3d6b9c46",2025-10-03,"PARECER JURIDICO - Dispensa Eletrônica 051.PMC.2025 - Confecção e instalação de perfis metálicos.pdf"," ","PARECER JURIDICO"
"f23825de-191b-42a8-ba8b-e569d3fbebf7",2025-10-03,"Termo de Homologação e Adjudicação (unificado) 51.pdf"," ",HOMOLOGAÇÃO
