arquivo,data,descricao,numero,tipo
"f18a2e62-2612-4807-9a55-55d9a2357b8b",2026-01-22,"PRE 188.PMC.2025 - RP mobiliário urbano.pdf"," ",EDITAL
"16eb3312-ecfd-4ab6-9c7c-771e8758ea57",2025-12-11,"FORMALIZACAO_DE_DEMANDA.pdf"," ","DOCUMENTO DE FORMAIZAÇÃO DE DEMANDA"
"f6b0e787-841f-498f-b365-b8690da8d143",2025-12-11,_ETP_.pdf," ",ETP
"6b2cc808-9eb2-447f-bc51-bf12541c003a",2025-12-11,TERMO_DE_REFERENCIA.pdf," ","TERMO DE REFERENCIA"
"598ca5fd-c9ec-4003-9bd5-45e90695a03f",2025-12-11,"06_-_PLANILHA_ORCAMENTARIA_assinado-3_assinado_assinado.pdf"," ","ORÇAMENTO ESTIMADO"
"3deb02f6-d9a6-4e78-8574-a20cbb2ab576",2026-03-04,AtaHomologacao.pdf," ",ATAS
"40c1adb1-8bc0-488b-af4d-03567401555b",2026-03-04,AtaAdjudicacao.pdf," ",ATAS
"695329cb-ac82-4b08-adc7-6539ef2e8141",2026-03-04,RelatLance.pdf," ",ATAS
"161a2d6a-94e4-4a0e-a9af-e0bcdfbb5494",2026-03-04,"VencedoresProcessoFinal.pdf"," ",ATAS
"ffb7ed93-3412-4338-9361-b30d5a07d508",2026-03-04,AtaSessaoFina.pdf," ",ATAS
"d102c1ad-1b08-4e2e-bad0-f3cb8994805b",2026-03-04,PropostasProcesso.pdf," ",ATAS
"58562d9f-6c88-48db-b1a2-3bd085230773",2026-03-04,"Termo de Homologação e Adjudicação (unificado).pdf"," ",HOMOLOGAÇÃO
