descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"ESTRUTURA EM BACKDROP",1298674,7,5,ATIVO,UNIDADE,4575,915
"FECHAMENTO 10X10",1298675,8,30,ATIVO,UNIDADE,528,17.6
STAND,1300746,9,600,ATIVO,UNIDADE,6600,11
"FECHAMENTO DE LONA 5X5",1300747,13,30,ATIVO,UNIDADE,390,13
"AR CONDICIONADO 12000 BTU",1302780,2,20,ATIVO,UNIDADE,1040,52
TENDA-10X10,1302781,11,70,ATIVO,UNIDADE,40040,572
CADEIRAS,1306879,4,2600,ATIVO,UNIDADE,2860,1.1
TABLADO,1306881,10,800,ATIVO,UNIDADE,3520,4.4
"MESA QUADRADA PVC BRANCA",1306882,14,200,ATIVO,UNIDADE,500,2.5
"Carpet 3mm",1310911,5,700,ATIVO,"METRO QUADRADO DIA",2730,3.9
"BASE DE PALCO",1312890,3,5,ATIVO,UNIDADE,8800,1760
"COBERTURA DE PALCO",1315071,6,650,ATIVO,"METRO QUADRADO DIA",6864,10.56
TENDA-5X5,1315072,12,50,ATIVO,UNIDADE,12100,242
PAVILHÃO,1315073,15,450,ATIVO,UNIDADE,3825,8.5
"GRADIL METALICO",1317103,16,2400,ATIVO,"Metro linear dia",10560,4.4
