descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Fantasia Fada do Dente Adulto",1264216,12,1,ATIVO,UNIDADE,879,879
"Escovódromo Portátil D-Express, com 6 pias",1264217,20,1,ATIVO,UNIDADE,5910,5910
"Fotóforo Odontológico",1264218,19,7,ATIVO,UNIDADE,1323,189
"Banqueta Molar de Fibra",1264219,18,2,ATIVO,UNIDADE,446,223
"Adesivos com temas odontológicos",1264220,17,50,ATIVO,PACOTE,555,11.1
"Tatuagens com Temas Odontológicos",1264221,16,50,ATIVO,PACOTE,555,11.1
"Maxi Maleta Saúde Bucal",1264222,14,3,ATIVO,UNIDADE,1230,410
"Macro Modelo Doença Periodontal com Furca e Bruxismo",1264223,13,3,ATIVO,UNIDADE,375,125
"Fantasia Odontológica Fio Dental",1264224,11,1,ATIVO,UNIDADE,879,879
"Quebra-Cabeça Higiene",1264225,15,10,ATIVO,UNIDADE,670,67
"Fantasia (mascote) de DENTE (MENINO E MENINA).",1264226,9,1,ATIVO,UNIDADE,2079,2079
"Kit Livros da Saúde Bucal",1264227,1,2,ATIVO,kit,360,180
"Kit Saúde Bucal para Pré-Escola",1264228,2,2,ATIVO,kit,382,191
"Jogo da Memória Gigante Saúde Bucal",1264229,3,1,ATIVO,UNIDADE,490,490
"Jogo de Tabuleiro Corrida da Saúde Bucal.",1264230,4,10,ATIVO,UNIDADE,240,24
"Fantasia Odontológica Creme de Dental.",1264231,10,1,ATIVO,UNIDADE,879,879
"Kit Hiper Bocão - Macro Modelo Boca",1264232,6,1,ATIVO,kit,2950,2950
"Kit evolução da doença cárie e doença periodontal",1264233,7,1,ATIVO,kit,1745,1745
"Fantoche Odontológico Pelúcia",1264234,8,10,ATIVO,UNIDADE,2150,215
"Conjunto 6 Álbuns Seriados em saúde bucal",1264235,5,1,ATIVO,kit,2950,2950
