descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"VERAPAMIL 80 MG",1266104,660,460000,ATIVO,COMPRIMIDO,36202,0.0787
"TRAMADOL, CLORIDRATO DE 50 MG SOL INJ. 1 ML",1266105,640,18500,ATIVO,AMP,11285,0.61
"TRAMADOL, CLORIDRATO DE 50 MG",1266106,639,740000,ATIVO,CAPSULA,77700,0.105
"TIORIDAZINA 100MG CPR",1266107,630,6000,ATIVO,COMPRIMIDO,4020,0.67
"TERBUTALINA 0,5MG/ML INJ",1266108,620,2000,ATIVO,AMPOLA,2167.2,1.0836
"SINVASTATINA 40MG CPR",1266140,596,950000,ATIVO,COMPRIMIDO,89775,0.0945
"RISPERIDONA 2MG CPR",1266141,573,250000,ATIVO,COMPRIMIDO,29750,0.119
"RANITIDINA CLORIDRATO 25MG/ML INJ. 2ML",1266142,567,19000,ATIVO,AMP,9576,0.504
"RANITIDINA CLORIDRATO 150MG CPR",1266143,566,900000,ATIVO,COMPRIMIDO,72900,0.081
"BROMETO DE N-BUTIL ESCOPOLAMINA 20 MG SOL INJ. 1ML",1266144,114,14000,ATIVO,AMPOLA,12348,0.882
"BRIMONIDINA 0,20% 5ML SOL OFTALMICA",1266145,105,550,ATIVO,FRASCO,2420,4.4
"BENZILPENICILINA (600.000 UI)",1266146,85,8300,ATIVO,FRASCO,66400,8
"BACLOFENO 10MG CPR",1266147,76,15000,ATIVO,COMPRIMIDO,2400,0.16
"ATROPINA 0,25 MG SOL INJ. 1 ML",1266148,72,3490,ATIVO,AMPOLA,1026.06,0.294
"ATENOLOL 100MG CPR",1266149,67,26400,ATIVO,COMPRIMIDO,2032.8,0.077
"ANLODIPINO 10MG CPR",1266150,65,150540,ATIVO,COMPRIMIDO,6021.6,0.04
"AMITRIPTILINA 25 MG",1266151,58,2819300,ATIVO,COMPRIMIDO,70482.5,0.025
"AMBROXOL 3MG/ML",1266152,47,12480,ATIVO,FRASCO,17472,1.4
"ALPRAZOLAM 2MG CPR",1266153,46,32040,ATIVO,COMPRIMIDO,4709.88,0.147
"ADRENALINA 1/1000 SOL. INJ. 1 ML (EPINEFRINA)",1266154,33,6000,ATIVO,AMPOLA,10620,1.77
"ACIDO VALPROICO 50MG/ML SOL. ORAL 100ML",1266155,28,23918,ATIVO,FRASCO,58599.1,2.45
"ACIDO ASCÓRBICO 100MG/ML INJ 5ML",1266156,15,24400,ATIVO,AMPOLA,14518,0.595
"AAS - ÁCIDO ACETILSALICÍLICO 100 MG",1266157,1,4962000,ATIVO,COMPRIMIDO,86835,0.0175
"CARBAMAZEPINA 20MG/ML SOL. ORAL 100 ML",1266171,129,16000,ATIVO,FRASCO,152000,9.5
"CEFALEXINA 500 MG Cápsulas / comprimidos",1266173,146,570000,ATIVO,"capsula ou comprimid",156750,0.275
"CLOMIPRAMINA 75MG CPR",1266174,174,1000,ATIVO,COMPRIMIDO,1740,1.74
"PROMETAZINA 25 MG",1266175,555,390000,ATIVO,COMPRIMIDO,38220,0.098
"PREDNISOLONA 3MG/ML 100ML SOL. ORAL",1266176,549,40000,ATIVO,FRASCO,210000,5.25
"OLEO MINERAL SOLUÇÃO ORAL FRASCO 100ML",1266177,505,1500,ATIVO,FRASCO,2685,1.79
"NORFLOXACINO 400MG CPR",1266178,498,20000,ATIVO,COMPRIMIDO,4800,0.24
"MICONAZOL CREME VAGINAL 2% 80G  Contendo no MÍNIMO 1 APLICAD",1266179,471,41000,ATIVO,TUB,167895,4.095
"METRONIDAZOL 250 MG",1266180,467,200000,ATIVO,COMPRIMIDO,18000,0.09
"METILSULFATO DE NEOSTIGMINA 0,5 MG/ML 1 ML",1266181,459,200,ATIVO,AMP,155.8,0.779
"MESALAZINA 800MG CPR",1266182,448,1500,ATIVO,COMPRIMIDO,1185,0.79
"Isossorbida 5 mg  sub lingual",1266183,388,160000,ATIVO,CPR,32160,0.201
"ISOSSORBIDA 10 MG",1266184,387,130000,ATIVO,COMPRIMIDO,30550,0.235
"HIDROCORTIZONA 500 MG SOL INJ",1266185,361,11300,ATIVO,AMPOLA,53110,4.7
"HALOPERIDOL 5 MG SOL INJ. 1 ML",1266186,350,3000,ATIVO,AMPOLA,3175.2,1.0584
"HALOPERIDOL 2MG/ML SOL ORAL",1266187,348,3500,ATIVO,FRASCO,7630,2.18
"FLUOXETINA 20MG CAPS  (Em blíster - Cartelas com no mínimo 7",1266188,317,2560000,ATIVO,CAPSULA,139520,0.0545
"FENOFIBRATO 200MG",1266189,307,6000,ATIVO,COMPRIMIDO,5400,0.9
"FENITOÍNA 100 MG",1266190,301,400000,ATIVO,COMPRIMIDO,47200,0.118
"ETILEFRINA 10MG/ML INJ 1ML",1266191,295,100,ATIVO,AMPOLA,113,1.13
"ENALAPRIL 10 MG",1266192,272,1850000,ATIVO,COMPRIMIDO,49950,0.027
"DOPAMINA 50MG/10ML - SOLUÇÃO INJ.",1266193,267,3000,ATIVO,AMPOLA,3660,1.22
"DOBUTAMINA 12,5MG/ML",1266194,265,300,ATIVO,AMPOLA,2250,7.5
"DIPIRONA 500 MG/ML GOTAS 10 ML",1266195,257,56000,ATIVO,FRASCO,34664,0.619
"DIMENIDRATO 50 MG + CLORIDRATO DE PIRIDOXINA 50 MG SOL INJ.",1266196,251,15000,ATIVO,AMPOLA,18735,1.249
"DESLANOSÍDEO  0,2 MG SOL INJ. 2 ML",1266197,225,500,ATIVO,AMPOLA,705.6,1.4112
"CODEINA + PARACETAMOL 30MG+500MG CPR",1266198,211,42000,ATIVO,COMPRIMIDO,12138,0.289
"CLORPROMAZINA 100 MG",1266199,204,411080,ATIVO,COMPRIMIDO,85504.64,0.208
"CLORIDRATO DORZOLAMIDA 2% SOL OFTALMICA 5ML",1266200,203,120,ATIVO,FRASCO,1239.84,10.332
"CLORIDRATO DE PETIDINA 50 MG SOL INJ 2 ML",1266201,201,150,ATIVO,AMPOLA,276,1.84
"CLINDAMICINA 300 MG",1266202,169,25000,ATIVO,COMPRIMIDO,22000,0.88
