descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"COPOS DESCARTÁVEIS PARA ÁGUA DE 180ml;",1315051,2,860,ATIVO,CAIXA,48667.4,56.59
