descricao,id,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Técnico Eletrotécnico",0,1200,PERDEU," ",40775.04,33.9792
"Auxiliar eletricista",0,1200,PERDEU," ",29124.96,24.2708
