ano,data,dataVencimento,itens,numero,ocorrencias
2019,2019-10-09,2020-10-09,"itens_e01be664-8f8b-44d0-9c3b-dd16161f74ce.csv",80," "
2019,2019-10-09,2020-10-09,"itens_73cacc05-54a9-4dd2-a6d1-73d37622cd94.csv",87," "
2019,2019-10-09,2020-10-09,"itens_dd6c1437-acd6-4e92-a39c-ac1a3098d3aa.csv",85," "
2019,2019-10-09,2020-10-09,"itens_648d5341-fdd8-44cd-93ed-783e935789a1.csv",86," "
2019,2019-10-09,2020-10-09,"itens_a077bee5-bb41-4483-a3c3-e81ccdfeae6e.csv",88," "
2019,2019-10-09,2020-10-09,"itens_f078c982-01b5-4092-a1f3-fcb66cafe4d3.csv",82," "
2019,2019-10-09,2020-10-09,"itens_d6b349f0-ed8c-473c-81f0-a0f0e2325b35.csv",81," "
2019,2019-10-09,2020-10-09,"itens_c2ab2814-fe15-450b-b9b5-81a7b23d69cd.csv",89," "
2019,2019-10-09,2020-10-09,"itens_e12f8c27-2b1f-4f04-a633-f746f4334405.csv",22," "
2019,2019-10-09,2020-10-09,"itens_452fd7b1-e05b-4236-811c-5fc6dcf09ded.csv",79," "
2019,2019-10-09,2020-10-09,"itens_6b82e058-00e7-4540-82be-8feecd55e4f7.csv",84," "
2019,2019-10-09,2020-10-09,"itens_70cbd9e1-3ad9-4a9f-957c-5e60dd81444e.csv",83," "
