ano,data,dataVencimento,itens,numero,ocorrencias
2019,2019-07-08,2020-07-08,"itens_36789886-32a9-4469-8102-eb67f7a083d5.csv",61," "
2019,2019-07-08,2020-07-08,"itens_570d40a6-48cd-44fe-b67e-f41796a4fa2a.csv",59," "
2019,2019-07-08,2020-07-08,"itens_6828294e-e2b6-483d-be72-cb05ecb7163f.csv",62," "
2019,2019-07-08,2020-07-08,"itens_d2e45753-4e7c-4934-939d-16fd8d0dd6d3.csv",56," "
2019,2019-07-08,2020-07-08,"itens_648fe086-fab9-45f4-ab93-a90f18a1a72e.csv",60," "
2019,2019-07-08,2020-07-08,"itens_481ca3f2-00d6-4490-acf8-401e6b1fed67.csv",57," "
2019,2019-07-08,2020-07-08,"itens_7b117057-138b-4f7d-b216-8acc791ddf6e.csv",58," "
2019,2019-07-08,2020-07-08,"itens_b5655abc-4d55-4880-ae02-1990102eaf34.csv",14," "
