ano,data,dataVencimento,itens,numero,ocorrencias
2019,2019-10-10,2020-10-10,"itens_a6f173c8-1621-49ff-9d14-5d841f410b7b.csv",94," "
2019,2019-10-10,2020-10-10,"itens_63490211-a6c5-4b4e-b25a-5e41a2599cc6.csv",109," "
2019,2019-10-10,2020-10-10,"itens_ddb324db-cf24-4f99-8ede-12f8458c4807.csv",111," "
2019,2019-10-10,2020-10-10,"itens_4b0e52c8-8e57-4bda-828b-c0363df25b68.csv",108," "
2019,2019-10-10,2020-10-10,"itens_2b3862cb-c0fb-4c70-9aaf-f43df3a24fe3.csv",106," "
2019,2019-10-10,2020-10-10,"itens_0944dc58-b510-4be4-b1f1-65003bae1a9a.csv",97," "
2019,2019-10-10,2020-10-10,"itens_5dc1408b-ad95-4a35-b1d9-043a7a8633ec.csv",105," "
2019,2019-10-10,2020-10-10,"itens_f2c47dd1-509d-4fd8-9783-a2f98fcb68b2.csv",104," "
2019,2019-10-10,2020-10-10,"itens_db7862b8-973a-4070-916f-16539d12c49a.csv",110," "
2019,2019-10-10,2020-10-10,"itens_15ee4f7d-e136-4c84-85bf-e1ab5356011b.csv",90," "
2019,2019-10-10,2020-10-10,"itens_ae94b07d-ab97-4d86-bd02-976f2b46bd43.csv",92," "
2019,2019-10-10,2020-10-10,"itens_6e196106-df4f-4127-87fd-b2ce4975d7a9.csv",91," "
2019,2019-10-10,2020-10-10,"itens_318c1d9f-b12c-44b2-8b67-887d2cb24867.csv",107," "
2019,2019-10-10,2020-10-10,"itens_2d809c97-299e-4786-95b2-8c1eb89b1c47.csv",93," "
2019,2019-10-10,2020-10-10,"itens_caf067ce-f1b9-4aba-8aab-f5e318ac0e4f.csv",101," "
2019,2019-10-10,2020-10-10,"itens_498c1759-53da-42ae-a4d1-cd0462ecee42.csv",96," "
2019,2019-10-10,2020-10-10,"itens_a8f083c0-5423-4c95-b3d1-97bcaef6d8d0.csv",102," "
2019,2019-10-10,2020-10-10,"itens_0d074e0d-49bc-4590-8980-3253613a1649.csv",100," "
2019,2019-10-10,2020-10-10,"itens_a463902c-65c2-4c5b-9206-83b91363d58e.csv",103," "
2019,2019-10-10,2020-10-10,"itens_53c07c59-ba5d-41fb-b435-fca3338e8a17.csv",99," "
2019,2019-10-10,2020-10-10,"itens_134817bb-b7d9-454a-8a65-f7ee49b2f9a4.csv",23," "
2019,2019-10-10,2020-10-10,"itens_2d2a064b-0b89-432e-a944-786621584c7b.csv",95," "
2019,2019-10-10,2020-10-10,"itens_62ed9236-ed35-4927-8202-f076405a710d.csv",98," "
