descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"FORMOTEROL + BUDESONIDA 12MCG + 400MCG CAPS",1266083,321,4100,ATIVO,CAPSULAS,5986,1.46
"FLUTICASONA 0,0275 MCG/DOSE- FRASCO 120 DOSES- SPRAY NASAL",1266084,319,40,ATIVO,FRASCO,1600,40
"EZETIMIBA 10MG CPR",1266085,300,2500,ATIVO,COMPRIMIDO,1150,0.46
"ESOMEPRAZOL 20MG+NAPROXENO 500MG CP",1266086,285,1000,ATIVO,COMPRIMIDO,1500,1.5
"DIOSMINA 900MG E HESPERIDINA 100MG SDU- (Referencia DIOSMIN",1266087,255,3000,ATIVO,UNIDADE,11370,3.79
"DIAZEPAM 5 MG  (blister CONTENDO 10 OU 15 comprimidos), blis",1266088,238,20000,ATIVO,COMPRIMIDO,1760,0.088
"DEFLAZACORTE 6MG CPR",1266089,224,300,ATIVO,COMPRIMIDO,345,1.15
"CODEINA + DICLOF SÓDICO 50MG+50MG CPR",1266090,210,5000,ATIVO,COMPRIMIDO,19400,3.88
"CLORTALIDONA 12,5MG",1266091,208,1000,ATIVO,COMPRIMIDO,145,0.145
"CLORIDRATO DE CICLOBENZAPRINA 5MG CPR",1266092,195,1000,ATIVO,COMPRIMIDO,90,0.09
"CLOMIPRAMINA 10MG CPR",1266093,172,2500,ATIVO,COMPRIMIDO,1207.5,0.483
"CETOPROFENO 150MG CPR",1266094,156,1500,ATIVO,COMPRIMIDO,2220,1.48
"FOSFATO CALCIO TRIBASICO/COLECALCIFEROL 600/400MG",1266095,322,3000,ATIVO,COMPRIMIDO,2190,0.73
"CEFTRIAXONA 500MG IM COM DILUENTE",1266096,149,8100,ATIVO,AMP,61155,7.55
"BUDESONIDA 32MCG AEROSSOL NASAL",1266097,118,300,ATIVO,FRASCO,2685,8.95
"BROMETO DE N-BUTIL ESCOPOLAMINA 5ML SOL. INJ.",1266098,115,5500,ATIVO,AMPOLA,7480,1.36
"BETAMETASONA VALERATO  CREME 0,1% 30GR",1266099,93,100,ATIVO,TUB,416,4.16
