descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
CAFE,1298229,66,1440,ATIVO,EMBALAGEM,14097.6,9.79
"MOLHO SHOYU",1302359,92,165,ATIVO,EMBALAGEM,990,6
"Doce de Leite",1302361,71,275,ATIVO,POTE,1289.75,4.69
"biscoito doce",1302369,65,550,ATIVO,EMBALAGEM,2145,3.9
"MACARRÃO PENNE",1304440,86,330,ATIVO,EMBALAGEM,990,3
"FARINHA DE TRIGO ESPECIAL",1306461,78,165,ATIVO,kg,623.7,3.78
"Leite líquido integral",1306465,109,1980,ATIVO,CAIXA,5722.2,2.89
"ACHOCOLATADO EM PO",1312504,58,275,ATIVO,LATA,2059.75,7.49
"ERVA MATE",1314646,72,55,ATIVO,EMBALAGEM,638,11.6
"OLEO DE SOJA REFINADO",1316710,93,550,ATIVO,EMBALAGEM,2002,3.64
"EXTRATO DE TOMATE",1318728,74,275,ATIVO,kg,959.75,3.49
