descricao,id,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Apontador de lápis em plástico",4382469,500,DESCLASSIFICADO,CX,1750,3.5
"Bastão de Cola Quente Grosso",4382470,500,DESCLASSIFICADO,UND,275,0.55
"Borracha  branca escolar",4382471,200,VENCEU,CX,1070,5.35
"Caderno espiral universitário capa dura 10 matérias",4382472,300,DESCLASSIFICADO,UND,2145,7.15
"Caderno Pequeno brochura não reciclado",4382473,5000,PERDEU,UND,4000,0.8
"Caixa em papelão para arquivo morto.",4382475,1000,PERDEU,UND,1500,1.5
"Caneta destaca texto.",4382476,50,PERDEU,CX,500,10
"Caneta ponta esférica cor azul",4382477,300,DESCLASSIFICADO,CX,7920,26.4
"Caneta ponta esférica cor Vermelha",4382478,30,PERDEU,CX,491.4,16.38
"COLA BRANCA",4382483,300,PERDEU,KG,3690,12.3
"Cola Branca não toxica",4382484,6000,DESCLASSIFICADO,UND,9000,1.5
"Fita adesiva em papel crepado",4382485,1000,PERDEU,UND,2950,2.95
"Fita adesiva plastica transparente",4382486,1500,PERDEU,UND,2625,1.75
"Folha em EVA",4382489,10000,PERDEU,UND,9700,0.97
"Grampeador médio de mesa metálico 26/6",4382493,150,VENCEU,UND,885,5.9
"Grampo para grampeador em aço galvanizado 26/6",4382494,400,PERDEU,CX,1000,2.5
"Guache Cores básicas",4382495,3000,PERDEU,UND,9120,3.04
"Lápis colorido.",4382496,2000,PERDEU,CX,11900,5.95
"Lápis colorido.",4382497,6000,PERDEU,CX,35700,5.95
"Lápis preto de grafite nº 2.",4382498,1000,VENCEU,CX,19000,19
"Lápis preto grafite 6B",4382499,150,VENCEU,CX,862.5,5.75
"Massa de modelar macia",4382501,4000,PERDEU,CX,5520,1.38
"Papel Almaço com pauta e margem",4382502,80,PERDEU,RES,2200,27.5
"Perfurador 2 furos para ate 20 folhas.",4382510,90,VENCEU,UND,801,8.9
"PINCEL ATOMICO",4382511,4000,VENCEU,UND,3400,0.85
"Pincel chato - numero 12",4382512,800,VENCEU,UND,720,0.9
"Pincel chato - numero 8",4382513,800,VENCEU,UND,552,0.69
"PINCEL PARA QUADRO BRANCO",4382514,500,PERDEU,UND,875,1.75
"Pistola p/ Cola Quente elétrico",4382515,90,VENCEU,UND,1971,21.9
"Régua escritório.",4382516,3500,PERDEU,UND,2030,0.58
"Tesoura de ponta arredondada",4382518,1000,VENCEU,UND,1210,1.21
"Tesoura Doméstica",4382519,700,VENCEU,UND,2198,3.14
