descricao,id,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"OFFICE HOME AND BUSINESS",4383646,15,PERDEU,UND,13800,920
"COMPUTADOR COMPLETO",4383647,16,INABILITADO,UND,45968,2873
NOTEBOOK;,4383648,1,VENCEU,UND,3794,3794
