descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"FORD/CARGO 2631 6X4(Nacional) 2019",1298655,6,2,ATIVO,UNIDADE,40,20
"FORD/CARGO 1317 E(Nacional) 2010",1300730,3,6,ATIVO,UNIDADE,120,20
"M.BENZ/L 608 D(Nacional) 1978",1306861,15,1,ATIVO,UNIDADE,20,20
"M.BENZ/L 608 D 1983",1306862,16,1,ATIVO,UNIDADE,20,20
"MARCOPOLO/VOLARE W9 ON (Nacional) 2009",1308856,19,2,ATIVO,UNIDADE,40,20
"VW/6.160 DRC 4X2(Nacional) 2019",1310899,26,1,ATIVO,UNIDADE,20,20
"VW/14.140 1990",1310900,22,1,ATIVO,UNIDADE,20,20
"VW MPOLO SENIOR GVO MEO0892",1315060,32,1,ATIVO,UNIDADE,20,20
"VW/15.190 EOD E.S.ORE",1317089,23,1,ATIVO,UNIDADE,20,20
"SCANIA/T112 HW 4X2 1990",1317090,21,1,ATIVO,UNIDADE,20,20
"M.BENZ/LS 1313(Nacional) 1979",1317091,17,1,ATIVO,UNIDADE,20,20
"AGRALE/MASCA GRANMINI O(Nacional) 2010",1317092,2,3,ATIVO,UNIDADE,60,20
"VW/NEOBUS THUNDER",1319042,33,2,ATIVO,UNIDADE,40,20
"VW/9.150E CUMMINS(Nacional) 2009",1319115,30,1,ATIVO,UNIDADE,20,20
"M.BENZ/L 1113 1978",1319117,14,1,ATIVO,UNIDADE,20,20
