ano,data,dataVencimento,itens,numero,ocorrencias
2019,2019-01-10,2021-01-10,"itens_1dec1094-f086-490c-bfd4-ae554e017e89.csv",186," "
2019,2019-01-10,2021-01-10,"itens_c673589f-4c42-4ca5-9c10-c3a4d3cf98d0.csv",184," "
2019,2019-01-10,2021-01-10,"itens_a50365b6-c284-4f1b-89a7-4ec9022457c7.csv",183," "
