descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Câmara de ar 19.5x24",1298616,10,2,ATIVO,UNIDADE,398,199
"Pneu Novo 750x16 borrachudo 12 lonas",1300690,44,12,ATIVO,UNIDADE,5472,456
"Câmara de ar 15",1300691,8,2,ATIVO,UNIDADE,62,31
"Pneu Novo 185 R14 8 lonas",1302740,28,20,ATIVO,UNIDADE,5100,255
"Pneu Novo 265/70 R16",1304778,41,4,ATIVO,UNIDADE,1938,484.5
"Protetor 1000x20",1304779,49,20,ATIVO,UNIDADE,420,21
"Câmara de ar 12.5/80x18",1306810,3,2,ATIVO,UNIDADE,120,60
"Protetor 1100x22",1308816,50,10,ATIVO,UNIDADE,230,23
"Protetor 19.5x24",1308817,54,10,ATIVO,UNIDADE,370,37
"Câmara de ar 1100x22 com valvula de metal",1308818,2,10,ATIVO,UNIDADE,870,87
"Câmara de ar 900 x 20",1310857,13,10,ATIVO,UNIDADE,710,71
"Pneu Novo 750x16 liso 12 lonas",1312832,45,6,ATIVO,UNIDADE,2679,446.5
"Pneu Novo 195/ 60 R 15",1312834,31,8,ATIVO,UNIDADE,1824,228
"Pneu Novo 275/80x22,5 Radial Liso",1315011,42,12,ATIVO,UNIDADE,13824,1152
"Pneu Novo 205/ 55 R 16",1315015,34,4,ATIVO,UNIDADE,1012,253
"Protetor 900x20",1317058,56,20,ATIVO,UNIDADE,420,21
"Pneu Novo 1100x22, radial, borrachudo, 16 Lonas",1317060,20,4,ATIVO,UNIDADE,5888,1472
"Protetor 750x16",1319072,55,10,ATIVO,UNIDADE,120,12
"Pneu Novo 205/75/16",1319074,36,40,ATIVO,UNIDADE,14060,351.5
"Pneu Novo 1100x22,  radial liso, 16 Lonas",1319077,21,8,ATIVO,UNIDADE,9568,1196
"Pneu Novo 235/75 R15",1341697,40,12,ATIVO,UNIDADE,4617,384.75
"Pneu Novo 235/70 R16",1341698,39,16,ATIVO,UNIDADE,6156,384.75
"Pneu Novo 215/75 R17.5 radial, misto, liso",1341699,37,60,ATIVO,UNIDADE,33060,551
"Pneu Novo 185/70 R14",1341700,29,140,ATIVO,UNIDADE,29820,213
"Pneu Novo 19.5x24 12 lonas traseiro",1341701,30,12,ATIVO,UNIDADE,25740,2145
"Pneu Novo 12.5/80-18 dianteiro 12 lonas",1341702,22,24,ATIVO,UNIDADE,22116,921.5
"Pneu Novo 12x16.5",1341703,17,6,ATIVO,UNIDADE,3705,617.5
"PNEU NOVO 175/70   R14",1341704,27,20,ATIVO,UNIDADE,3960,198
