ano,data,dataVencimento,itens,numero,ocorrencias
2019,2019-12-20,2020-12-20,"itens_97417955-3bc5-4186-aa8d-3f380ef6204b.csv",169," "
2019,2019-12-20,2020-12-20,"itens_3f4b1451-c5c6-4f92-b0e7-292ed3dd2e98.csv",167," "
2019,2019-12-20,2020-12-20,"itens_2d9a2dd4-5518-4b67-86e7-6c68c4dd9f7d.csv",33," "
2019,2019-12-20,2020-12-20,"itens_4df64db3-f17a-468e-9b7a-bce498615917.csv",168," "
2019,2019-12-20,2020-12-20,"itens_29b9b537-23fb-4486-a242-ced722fb0ff6.csv",166," "
