descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Caixa arquivo morto desmontável",1298624,59,100,ATIVO,UNIDADE,430,4.3
"PASTA SUSPENSA",1298626,94,5,ATIVO,CAIXA,250,50
"Clipes para papel n.º 1",1300702,66,10,ATIVO,CAIXA,105,10.5
Atilho,1302743,55,10,ATIVO,CAIXA,37,3.7
"Toner Amarelo HP color laserjet pro mfp m177fw compatível",1302746,120,30,ATIVO,UNIDADE,1383,46.1
"Toner Magenta HP color laserjet pro mfp m177fw compatível",1302747,119,30,ATIVO,UNIDADE,1383,46.1
"Etiqueta adesiva",1302748,74,3,ATIVO,CAIXA,165,55
"Bloco de recados grande",1304782,56,10,ATIVO,EMBALAGEM,40,4
"TESOURA GRANDE",1304789,101,4,ATIVO,UNIDADE,39.2,9.8
"Escaninho para correspondência",1304790,105,4,ATIVO,UNIDADE,224,56
"Toner Preto HP color laserjet pro mfp m177fw compatível",1306825,117,30,ATIVO,UNIDADE,1383,46.1
"Toner HP laserjet m1132 e m1212 MFP compatível",1306826,126,30,ATIVO,UNIDADE,930,31
"Envelope pardo 240 x 340",1306828,72,20,ATIVO,CAIXA,1040,52
"Marcador para quadro branco.",1306829,93,20,ATIVO,UNIDADE,201,10.05
"Toner Ciano HP color laserjet pro mfp m177fw compatível",1308823,118,30,ATIVO,UNIDADE,1383,46.1
"Pilhas AA",1308824,96,60,ATIVO,EMBALAGEM,618,10.3
"Toner Preto HP color laserjet pro mfp m180fw compatível",1310866,121,30,ATIVO,UNIDADE,5340,178
"Toner HP laserjet pro mfp m 521 dn compatível",1310867,125,30,ATIVO,UNIDADE,2220,74
"Folha A4",1310871,78,300,ATIVO,RESMA,5970,19.9
"Prancheta para anotações",1312841,100,10,ATIVO,UNIDADE,141,14.1
"Toner Magenta HP color laserjet pro mfp m180fw compatível",1312843,123,30,ATIVO,UNIDADE,5340,178
"Toner Amarelo HP color laserjet pro mfp m180fw compatível",1312844,124,30,ATIVO,UNIDADE,5340,178
"Cola Bastão",1312845,69,10,ATIVO,UNIDADE,69.5,6.95
"CANETA MARCA-TEXTO.",1315023,65,50,ATIVO,UNIDADE,48,0.96
"Tinta Carimbo Preta",1317065,103,10,ATIVO,UNIDADE,67,6.7
"Envelopes de Polietileno",1317067,73,15,ATIVO,CAIXA,1620,108
"Tinta Carimbo Vermelha",1319083,104,15,ATIVO,UNIDADE,100.5,6.7
"PERFURADOR DE PAPEL",1319085,95,2,ATIVO,UNIDADE,49,24.5
"Toner Ciano HP color laserjet pro mfp m180fw compatível",1319086,122,30,ATIVO,UNIDADE,5340,178
