ano,data,dataVencimento,itens,numero,ocorrencias
2019,2019-11-08,2020-11-08,"itens_97ade2cd-4c43-45fb-8161-679b981dda66.csv",124," "
2019,2019-11-08,2020-11-08,"itens_22061793-61e0-47aa-826d-4ba75d6bdfb0.csv",26," "
2019,2019-11-08,2020-11-08,"itens_d02c8961-867a-47f9-bfc4-1ede76fea921.csv",120," "
2019,2019-11-08,2020-11-08,"itens_fb7c4a8e-2a82-4b81-8ca9-98f4913c2ad8.csv",123," "
2019,2019-11-08,2020-11-08,"itens_d2d8a3d0-f7c6-4bbb-b551-f3e91e0da75f.csv",116," "
2019,2019-11-08,2020-11-08,"itens_d6b26e06-6024-4098-8f49-be597925cc43.csv",122," "
2019,2019-11-08,2020-11-08,"itens_00a711f5-f297-41a7-9199-0a5f50b30b6e.csv",125," "
2019,2019-11-08,2020-11-08,"itens_c177e568-6ba1-4a9d-889c-d3fff57a12bb.csv",117," "
2019,2019-11-08,2020-11-08,"itens_e06dd3ad-c3c8-4e9c-9c2d-b87ab984f0ee.csv",118," "
2019,2019-11-08,2020-11-08,"itens_76446b94-fc08-447b-bab5-e29367f6c664.csv",126," "
2019,2019-11-08,2020-11-08,"itens_2254d4c3-44eb-4257-990b-5f11905ae5b4.csv",121," "
2019,2019-11-08,2020-11-08,"itens_81340095-2297-4249-86cb-0b2512b56ebe.csv",127," "
2019,2019-11-08,2020-11-08,"itens_ef4f355d-5a05-4017-8f1b-ffed7219e544.csv",119," "
