descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Embalagem plástica descartável 3l.",1264605,9,50,ATIVO,UNIDADE,795,15.9
MAÇA,1264606,15,250,ATIVO,kg,1300,5.2
"Suco de fruta líquido",1264607,17,600,ATIVO,UNIDADE,1590,2.65
"Barra de cereal",1264608,18,1000,ATIVO,UNIDADE,2650,2.65
"Papel Kraft natural",1264609,14,12,ATIVO,UNIDADE,1044,87
"Leite Integral UHT",1264610,13,60,ATIVO,CAIXA,186,3.1
"Fita empacotamento",1264611,12,20,ATIVO,UNIDADE,95,4.75
"Filtro de papel para café",1264612,11,135,ATIVO,UNIDADE,430.65,3.19
"Embalagem plástica descartável 5l.",1264613,10,50,ATIVO,UNIDADE,940,18.8
"Banana Branca",1264614,16,308,ATIVO,kg,770,2.5
"Caixa de fósforos",1264615,8,12,ATIVO,UNIDADE,45,3.75
"Achocolatado líquido",1264616,1,1200,ATIVO,UNIDADE,2868,2.39
"Bombom recheado",1264617,6,10,ATIVO,Pacote,298,29.8
"BISCOITO SALGADO",1264618,5,630,ATIVO,UNIDADE,2299.5,3.65
"Biscoito doce sem recheio",1264619,4,80,ATIVO,UNIDADE,311.2,3.89
ADOCANTE,1264620,3,20,ATIVO,FRASCO,59,2.95
"ACUCAR REFINADO",1264621,2,100,ATIVO,kg,245,2.45
"PROTETOR LABIAL",1264622,19,500,ATIVO,UNIDADE,3750,7.5
"CAFE EXTRA FORTE",1264623,7,264,ATIVO,kg,2508,9.5
