descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Manômetro 1/8 BSP 0 a 4 kgF/cm2 para autoclave",1264113,82,1,ATIVO,UNIDADE,120,120
"Lã de vidro 200/38mm densidade 12kg/m3",1264121,81,2,ATIVO,"METRO QUADRADO",93,46.5
"Cabo flexivel 2 x 0,20mm RCA emborrachado",1264140,10,30,ATIVO,MT,294,9.8
"Vibra stop micro 1/4 c/ ventosa",1264141,14,12,ATIVO,UNIDADE,152.4,12.7
"Lâmpada 12V / 30W - Ref. 64260",1264142,21,4,ATIVO,UNIDADE,1420,355
"Bateria recarregável de NICAD 3,5V para otoscópio modelo 723",1264143,31,2,ATIVO,UNIDADE,754,377
"Potenciômetro de fio para Otoscópio TK",1264144,32,10,ATIVO,UNIDADE,530,53
"Lâmpada infravermelho 220 V - 150 W para fisioterapia",1264145,36,4,ATIVO,UNIDADE,556,139
"Guarnição de silicone para Autoclave Quadra 21, Cristófoli",1264146,37,2,ATIVO,UNIDADE,198,99
"Pino para Selo Segurança, Cristofoli",1264147,38,2,ATIVO,UNIDADE,8.6,4.3
"Selo segurança para porta, Cristófoli",1264148,39,4,ATIVO,UNIDADE,72,18
"Pino anti vacuo, Cristófoli",1264149,40,2,ATIVO,UNIDADE,45.8,22.9
"Manipulo 1/4X50 para suporte de soro",1264151,43,20,ATIVO,UNIDADE,168,8.4
"Bocal para lâmpada dicroica 240V - 3A",1264152,49,10,ATIVO,UNIDADE,157.5,15.75
"Transformador 110/220V - 12+12V - 500mA",1264153,50,5,ATIVO,UNIDADE,275,55
"Conjunto completo manopla para autoclave horizontal da Sterm",1264154,56,1,ATIVO,UNIDADE,210,210
"kit de válvula superior para autoclave modelos 30 a 75L AHA",1264155,57,2,ATIVO,UNIDADE,434,217
"Dobradiça borboleta em aço cromado",1264156,61,4,ATIVO,UNIDADE,29.4,7.35
"Bocal de porcelana 220V E-27",1264157,65,10,ATIVO,UNIDADE,123,12.3
"Rolamento 6200",1264158,66,6,ATIVO,UNIDADE,210,35
"Plug 2P+T 10A 250V",1264159,68,20,ATIVO,UNIDADE,220,11
"Alto falante 8 ohms - 5W",1264160,72,2,ATIVO,UNIDADE,37,18.5
"Manipulo 3,8X50 para maca ginecológica",1264162,46,20,ATIVO,UNIDADE,185,9.25
"Fonte chaveada 110/220Vac 9Vdc 1A",1264185,103,5,ATIVO,UNIDADE,230,46
"Capacitor 10uF 400V 5% (usado em partida de motor elétrico)",1264186,100,5,ATIVO,UNIDADE,90,18
"Suporte para 2 pilhas AA com fio",1264187,91,6,ATIVO,UNIDADE,30.9,5.15
"Trinco com castanha cromado para estufa",1264201,77,2,ATIVO,UNIDADE,77,38.5
