descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Cola instantânea",1298317,35,175,ATIVO,CAIXA,252,1.44
"Livro de protocolo capa dura.",1298319,64,330,ATIVO,UNIDADE,2118.6,6.42
"Borracha (amarradilha) para dinheiro nº 18",1298321,9,1500,ATIVO,PACOTE,2220,1.48
"Caneta esferografica vermelha ponta fina",1298322,23,42,ATIVO,CAIXA,890.4,21.2
"TINTA PARA CARIMBO",1298324,102,104,ATIVO,UNIDADE,194.48,1.87
"Extrator de grampo de metal.",1300396,43,63,ATIVO,CAIXA,472.5,7.5
"envelope papel pardo tamanho 34 x 24 cm",1300399,40,6800,ATIVO,UNIDADE,884,0.13
"Corretivo em fita de 5mm x 5.5 mts",1302453,36,738,ATIVO,UNIDADE,1749.06,2.37
"Caneta esferografica verde ponta fina",1302459,22,27,ATIVO,CAIXA,572.4,21.2
"envelope papel pardo tamanho 29 x 20 cm",1304529,39,6500,ATIVO,UNIDADE,715,0.11
"Lápis preto grafite para desenho número 4B.",1304532,59,168,ATIVO,UNIDADE,77.28,0.46
"Caneta destaca texto.",1304535,19,380,ATIVO,CAIXA,3021,7.95
"Quadro de aviso 60x90cm .",1304539,97,15,ATIVO,UNIDADE,486.3,32.42
"Fita dupla face emborrachada 19x30",1306558,48,138,ATIVO,UNIDADE,685.86,4.97
"Apagador para Quadro Branco.",1306560,1,465,ATIVO,UNIDADE,1674,3.6
"Perfurador 2 furos para ate 12 folhas de papel 75g/m²",1306562,83,205,ATIVO,UNIDADE,1143.9,5.58
"pasta suspensa craft 331x200 caixa com 50 unidades",1306563,77,285,ATIVO,CAIXA,11400,40
"Pasta plastica de arquivo",1306564,76,460,ATIVO,UNIDADE,736,1.6
"Bateria Alcalina 1,5V LR44/A76/AG13",1308552,6,20,ATIVO,CARTELA,62.8,3.14
"Caneta esferografica azul ponta fina",1310592,20,496,ATIVO,CAIXA,10515.2,21.2
"Borracha de vinil para grafite  de apagar",1312591,11,210,ATIVO,UNIDADE,115.5,0.55
"Papel Sulfite  Tamanho A4, Recoclado",1314740,109,20,ATIVO,PACOTE,384.8,19.24
"Borracha apagadora escritas branca escolar - nº 40",1316809,10,135,ATIVO,CAIXA,803.25,5.95
"Caixa de arquivo morto polionda",1316811,15,701,ATIVO,UNIDADE,1682.4,2.4
"Caneta esferografica preta ponta fina",1316812,21,155,ATIVO,CAIXA,3286,21.2
"Dispensador de senha.",1318809,38,18,ATIVO,UNIDADE,5976,332
"CD virgem 700mb de capacidade acompanhado de caixa acrílica",1318813,25,80,ATIVO,UNIDADE,160,2
