descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"ZARGUS 2MG (JUDICIAL)",1266236,666,600,ATIVO,COMPRIMIDO,636,1.06
"TICLOPIDINA 250MG CPR",1266237,626,5000,ATIVO,COMPRIMIDO,2570,0.514
"Tetraciclina 500 mg",1266238,621,20000,ATIVO,CAPSULA,4580,0.229
"SECNIDAZOL 1000MG CPR",1266239,588,900,ATIVO,COMPRIMIDO,432,0.48
"PEPTIDEOS DE COLAGENOS SACHET",1266240,533,1000,ATIVO,UNIDADE,1993.7,1.9937
"NITRENDIPINO 20MG CPR",1266241,491,1000,ATIVO,COMPRIMIDO,830,0.83
"NEBIVOLOL 5MG CPR",1266242,479,29000,ATIVO,COMPRIMIDO,13282,0.458
"LOSARTANA 50MG CPR ( (blister CONTENDO 10 ou 15 ou 30  compr",1266243,436,3400000,ATIVO,COMPRIMIDO,163880,0.0482
"LEVONORGESTREL 0,75MG C/ 2 CP - PILEM",1266244,416,2000,ATIVO,COMPRIMIDO,3980,1.99
"GLIMEPIRIDA 1MG",1266245,343,1000,ATIVO,COMPRIMIDO,154.8,0.1548
"EXTRATO SECO DE RHODIOLA ROSEA L. 400MG CPR",1266246,298,500,ATIVO,COMPRIMIDO,1084.95,2.1699
"COLÁGENO HIDROLISADO",1266247,216,500,ATIVO,SACHET,858,1.716
"CLONAZEPAM 0,5MG  (blister CONTENDO 10 OU 15 comprimidos)",1266248,176,200000,ATIVO,COMPRIMIDO,18980,0.0949
"CAPTOPRIL 50 MG",1266249,127,100000,ATIVO,COMPRIMIDO,6600,0.066
"BROMIDRATO DE FENOTEROL 0,5% 20ML",1266250,117,8000,ATIVO,FRASCO,57446.4,7.1808
"Bicarbonato de Sódio 8,4% sol inj",1266251,95,600,ATIVO,AMP,318,0.53
