descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Seringa 20ml, sem agulha",1264680,25,20000,ATIVO,UNIDADE,7200,0.36
"Pinça Cheron descartável, em polietileno cristal ou cor bran",1264681,24,1500,ATIVO,UNIDADE,1140,0.76
"oleo de girassol",1264683,23,2000,ATIVO,UNIDADE,6600,3.3
"Kit de nebulização infantil.",1264684,20,200,ATIVO,UNIDADE,904,4.52
"Kit de nebulização adulto",1264685,19,200,ATIVO,UNIDADE,932,4.66
"Frasco para nutrição enteral capacidade 300mL",1264688,16,18000,ATIVO,UNIDADE,12240,0.68
"Cadarço sarjado",1264689,7,30,ATIVO,ROLO,586.5,19.55
"Especulo vaginal, descartável, estéril, sem lubrificação P",1264690,14,18000,ATIVO,UNIDADE,12960,0.72
"Algodão Hidrófilo, 100%.",1264704,4,300,ATIVO,ROLO,2820,9.4
"Seringa 1ml, sem agulha",1264705,27,5000,ATIVO,UNIDADE,600,0.12
