descricao,id,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"JARDIM DAS ACÁCIAS - BAIRRO CATARINENSE	129.081",4385161,1,DESCLASSIFICADO,LOTE,232500,232500
