descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"IBUPROFENO 300 MG CPR",1266557,368,45000,ATIVO,COMPRIMIDO,5287.5,0.1175
"QUETIAPINA 100MG CPR",1266558,561,73000,ATIVO,COMPRIMIDO,32485,0.445
"Estrogênios conjugados 0,625mg",1266559,293,22000,ATIVO,COMPRIMIDO,15070,0.685
"ESCITALOPRAM, OXALATO 10MG CPR",1266560,281,100000,ATIVO,COMPRIMIDO,16500,0.165
"DIOSMINA + HESPERIDINA 450MG+50MG CPR",1266561,253,16000,ATIVO,COMPRIMIDO,5208,0.3255
"DIMENIDRATO + PIRIDOXINA 25+5 MG / ML- GOTAS",1266562,249,1200,ATIVO,FRASCO,3462,2.885
"CUMARINA + TROXERRUTINA 15MG + 90MG CPR",1266563,221,9000,ATIVO,COMPRIMIDO,990,0.11
"BROMETO DE N-BUTIL ESCOPOLAMINA + DIPIRONA 6,67MG+333,4MG/ML",1266564,112,15500,ATIVO,FRASCO,77500,5
"BROMETO DE N-BUTIL ESCOPOLAMINA + DIPIRONA 10MG+250MG CPR",1266565,110,350000,ATIVO,COMPRIMIDO,124250,0.355
"HIDROCLOROTIAZIDA 50MG",1266572,359,100000,ATIVO,COMPRIMIDO,4000,0.04
