ano,data,dataVencimento,itens,numero,ocorrencias
2019,2019-11-27,2020-11-27,"itens_cd3b370f-5d1e-458e-89da-445a0fbd4ef6.csv",148," "
2019,2019-11-27,2020-11-27,"itens_4ec59f3f-1f11-4dfa-a574-7f783b9adbce.csv",140," "
2019,2019-11-27,2020-11-27,"itens_8549bfaa-df9b-47bc-a9fc-29e7e5813874.csv",144," "
2019,2019-11-27,2020-11-27,"itens_158c7167-3f74-4a9e-8419-54ce0a3b07d2.csv",145," "
2019,2019-11-27,2020-11-27,"itens_fb35fbb3-08e5-4517-a735-98359c60fda9.csv",28," "
2019,2019-11-27,2020-11-27,"itens_7846d2b7-c5e1-4c42-8529-987d694b493d.csv",147," "
2019,2019-11-27,2020-11-27,"itens_ef8b1848-04a0-449d-a9fe-6017510cb164.csv",141," "
2019,2019-11-27,2020-11-27,"itens_752b6a3d-fb5d-4836-b3db-73f8e21bfc5f.csv",133," "
2019,2019-11-27,2020-11-27,"itens_06b2b6da-30b7-4b61-88fa-cf914d2f727c.csv",139," "
2019,2019-11-27,2020-11-27,"itens_b0cab9e8-144f-48d8-b0e1-06632d7bfb64.csv",157," "
2019,2019-11-27,2020-11-27,"itens_365eb153-ca9c-4d15-a411-ea93bf69f8b6.csv",156," "
2019,2019-11-27,2020-11-27,"itens_fa025d56-2c0a-4df3-8fdb-3539b8000940.csv",137," "
2019,2019-11-27,2020-11-27,"itens_1954bd0c-d33c-4e26-aa51-0cab285b35de.csv",138," "
2019,2019-11-27,2020-11-27,"itens_ee5c24b6-489d-403f-88c9-da2e104be032.csv",135," "
2019,2019-11-27,2020-11-27,"itens_c96e8676-65c6-4930-ad37-4c33efec3cde.csv",134," "
2019,2019-11-27,2020-11-27,"itens_9bb2ca92-0a1d-4f2a-b874-49b73c9550f2.csv",153," "
2019,2019-11-27,2020-11-27,"itens_242a6fc6-cfab-4676-84d4-072698871747.csv",159," "
2019,2019-11-27,2020-11-27,"itens_b0337767-c1c5-41a7-9f2a-edd7cc4e0482.csv",136," "
2019,2019-11-27,2020-11-27,"itens_766d8b2e-845b-49e1-a2c0-2901be3811fa.csv",132," "
2019,2019-11-27,2020-11-27,"itens_477c98f6-71e7-4ed6-9fe3-0571f6174108.csv",154," "
2019,2019-11-27,2020-11-27,"itens_569aee18-8bc0-408e-a01c-ada29fd84a2a.csv",143," "
2019,2019-11-27,2020-11-27,"itens_8c5830fe-34f7-4387-a5c1-2e433aea064e.csv",158," "
2019,2019-11-27,2020-11-27,"itens_ec43fa5f-ebd8-4283-a7bc-65d309cf9299.csv",149," "
2019,2019-11-27,2020-11-27,"itens_ae53033d-64a3-4917-9b55-60d3c82b3a67.csv",152," "
2019,2019-11-27,2020-11-27,"itens_37dfc2dc-4c6b-46b6-a1c3-a8bcde64cf0d.csv",146," "
2019,2019-11-27,2020-11-27,"itens_db51ec1a-dfc4-4770-a2cb-5cfde6417bf2.csv",155," "
2019,2019-11-27,2020-11-27,"itens_30e88c20-fcde-4f75-8c9f-4ae4768eeaf1.csv",142," "
2019,2019-11-27,2020-11-27,"itens_64406534-0869-40e1-8360-24b4686af70e.csv",131," "
2019,2019-11-27,2020-11-27,"itens_4a0be798-837f-4c5b-b1c8-78df86944f86.csv",150," "
2019,2019-11-27,2020-11-27,"itens_1f1cac99-493c-410f-bbaf-fcacf82fe1a4.csv",151," "
