descricao,id,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"LOTEAMENTO VILA CECHINEL - BAIRRO SÃO DEFENDE	131.770",4385169,1,VENCEU,LOTE,658100,658100
