descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Esfigmomanômetro Adulto",1298222,47,3,ATIVO,UNIDADE,219,73
"COLAR CERVICAL REGULAVEL",1298223,35,8,ATIVO,UNIDADE,324,40.5
"Eletrodo adulto",1300298,58,30,ATIVO,PACOTE,17970,599
"Bateria para Desfibrilador LIFEPAK 1000.",1300299,59,3,ATIVO,UNIDADE,14280,4760
"Esfigmomanômetro Infantil",1302351,46,3,ATIVO,UNIDADE,225,75
"Oxímetro digital portátil para dedo",1302352,53,3,ATIVO,UNIDADE,447,149
"Máscara facial infantil",1302353,44,10,ATIVO,UNIDADE,128.5,12.85
"Reanimador manual adulto",1306457,51,3,ATIVO,UNIDADE,507,169
"Ked (adulto)",1308454,42,1,ATIVO,UNIDADE,183,183
"Tala de papelão 50x20",1308457,23,20,ATIVO,CAIXA,141.6,7.08
"Imobilizador de cabeça A",1310471,38,10,ATIVO,UNIDADE,900,90
"Bomba de Sucção",1310473,63,4,ATIVO,UNIDADE,1920,480
"Colar cervical M",1310474,33,5,ATIVO,UNIDADE,62,12.4
"Óculos de proteção Individual Transparente",1310475,13,50,ATIVO,UNIDADE,242.5,4.85
"Colar cervical PP",1310477,31,10,ATIVO,UNIDADE,124,12.4
"Tala de Tração de Fêmur",1314636,64,1,ATIVO,UNIDADE,745,745
"Kit p/ parto emergencial",1314639,25,10,ATIVO,UNIDADE,375,37.5
"Prancha rígida.",1316699,36,1,ATIVO,UNIDADE,335,335
"Eletrodo infantil",1316700,57,5,ATIVO,PACOTE,7800,1560
"Tala de papelão 90x20",1316702,21,20,ATIVO,CAIXA,280,14
"Colar cervical neonatal",1318726,29,3,ATIVO,UNIDADE,37.2,12.4
