y_real,y_previsto,erro
6374845.67,6374845.670076301,-7.630139589309692e-05
12098.0,12098.000254791916,-0.00025479191572230775
65098.71,65098.69717650409,0.01282349591201637
139000.47,139000.46924074917,0.0007592508336529136
12220566.08,12220566.08102709,-0.0010270904749631882
1405227.22,1405227.223238587,-0.0032385869417339563
1345944.91,1345944.911212601,-0.0012126010842621326
6374845.67,6374845.670072468,-7.246807217597961e-05
3286247.76,3286247.761100474,-0.0011004740372300148
202631.7,202631.7023673348,-0.002367334789596498
2240780.56,2240780.5610252507,-0.0010252506472170353
568814.82,568814.8210522381,-0.0010522381635382771
911044.86,911044.8700163736,-0.01001637359149754
155190.0,155189.99289563447,0.007104365533450618
1405227.22,1405227.2232393536,-0.0032393536530435085
1549893.33,1549893.3308284048,-0.0008284046780318022
2777515.68,2777515.676063573,0.003936427179723978
305650.18,305650.18000475585,-4.7558569349348545e-06
1549893.33,1549893.330845885,-0.0008458849042654037
12220566.08,12220566.080818333,-0.0008183326572179794
152590.0,152590.00098776433,-0.0009877643315121531
18890076.16,18890076.159105837,0.0008941628038883209
3286247.76,3286247.7611004338,-0.0011004339903593063
1007597.55,1007597.5533723113,-0.0033723112428560853
3286247.76,3286247.761100434,-0.0011004344560205936
2556014.64,2556014.6423079115,-0.002307911403477192
50782.35,50782.35270800392,-0.0027080039217253216
18890076.16,18890076.15935884,0.00064115971326828
1498991.53,1498991.5300339244,-3.392435610294342e-05
373867.8,373867.8063198919,-0.006319891894236207
213537.8,213537.804252057,-0.004252056998666376
197081.0,197080.9834235574,0.016576442605582997
354444.8,354444.8037303776,-0.00373037758981809
3704214.75,3704214.7539516673,-0.003951667342334986
93078.5,93078.50185748558,-0.0018574855785118416
3286247.76,3286247.761100434,-0.0011004344560205936
2240780.56,2240780.5610252256,-0.0010252255015075207
650000.0,649999.9992690842,0.0007309158099815249
183335.8,183335.80482618985,-0.004826189862797037
18890076.16,18890076.159109928,0.0008900724351406097
61440.0,61439.994314776304,0.0056852236957638524
6374845.67,6374845.670377863,-0.00037786271423101425
1799166.94,1799166.9243331088,0.015666891122236848
3286247.76,3286247.7611004338,-0.0011004339903593063
767738.5,767738.5022509462,-0.0022509462432935834
5982640.91,5982640.907780721,0.002219279296696186
411182.89,411182.891605621,-0.001605620956979692
263856.97,263856.973486666,-0.0034866660134866834
12220566.08,12220566.0808183,-0.0008182991296052933
568814.82,568814.821052232,-0.0010522319935262203
2240780.56,2240780.561025455,-0.0010254550725221634
2556014.64,2556014.642307789,-0.00230778893455863
2240780.56,2240780.56102521,-0.0010252101346850395
328363.0,328363.0030242202,-0.003024220175575465
1549893.33,1549893.3308251463,-0.0008251462131738663
197081.0,197080.9834235574,0.016576442605582997
198656.71,198656.69607296723,0.013927032763604075
62637.11,62637.09728110723,0.012718892772682011
389758.64,389758.63928485103,0.0007151489844545722
12405574.6,12405574.59684597,0.003154030069708824
1308447.0,1308447.0054553417,-0.0054553416557610035
4600.0,4599.986130267854,0.013869732146304159
1166857.68,1166857.6897159843,-0.009715984342619777
104764.6,104764.58427392895,0.015726071054814383
3704214.75,3704214.753948601,-0.003948600962758064
12220566.08,12220566.080932533,-0.0009325332939624786
2240780.56,2240780.5610252204,-0.0010252203792333603
331389.5,331389.50053405395,-0.0005340539501048625
2619572.81,2619572.818033583,-0.00803358294069767
9001496.8,9001496.800304292,-0.0003042910248041153
6374845.67,6374845.670071957,-7.195677608251572e-05
9425695.57,9425695.56580364,0.00419636070728302
170916.3,170916.30464975376,-0.004649753769626841
179999.95,179999.9426682542,0.007331745815463364
87133.15,87133.13475570412,0.015244295878801495
3704214.75,3704214.753970068,-0.003970067948102951
2917851.22,2917851.22161309,-0.0016130898147821426
40000.0,40000.00188964195,-0.0018896419496741146
6554384.17,6554384.17149145,-0.001491449773311615
3286247.76,3286247.7611004338,-0.0011004339903593063
3286247.76,3286247.7611004338,-0.0011004339903593063
26497.0,26496.999739424573,0.00026057542709168047
289800.0,289800.0004617327,-0.0004617326776497066
568814.82,568814.8210522356,-0.001052235602401197
96036.24,96036.22253465543,0.01746534457197413
2248728.15,2248728.149608956,0.0003910437226295471
1549893.33,1549893.3308355093,-0.0008355092722922564
12405574.6,12405574.596081335,0.003918664529919624
87133.15,87133.13475569645,0.01524430354766082
259830.1,259830.09971764215,0.00028235785430297256
18890076.16,18890076.159107372,0.0008926279842853546
2003678.11,2003678.1095397503,0.000460249837487936
1067120.0,1067120.0003650181,-0.0003650181461125612
176828.8,176828.8046451281,-0.0046451281232293695
310000.0,309999.9908264948,0.009173505182843655
87133.15,87133.13475569696,0.015244303038343787
214978.13,214978.13506819226,-0.005068192258477211
12220566.08,12220566.080822643,-0.0008226428180932999
2556014.64,2556014.642307789,-0.00230778893455863
18890076.16,18890076.15930773,0.0006922706961631775
11700330.12,11700330.122938959,-0.0029389597475528717
73263.43,73263.4340546918,-0.004054691802593879
5982640.91,5982640.907784043,0.0022159572690725327
2257545.16,2257545.164049612,-0.004049611743539572
2556014.64,2556014.642307794,-0.0023077940568327904
13578784.38,13578784.378231755,0.0017682462930679321
178620.4,178620.40481910156,-0.004819101566681638
900000.0,899999.9998174948,0.00018250523135066032
12220566.08,12220566.080929978,-0.0009299777448177338
9643481.2,9643481.199511442,0.0004885569214820862
1268362.38,1268362.3827227154,-0.0027227154932916164
12220566.08,12220566.080824815,-0.0008248146623373032
3286247.76,3286247.761100434,-0.0011004344560205936
4228472.63,4228472.633766954,-0.003766953945159912
130398.89,130398.89537145922,-0.00537145922135096
11045188.92,11045188.919129888,0.0008701123297214508
5886853.0,5886853.005314255,-0.005314255133271217
911044.86,911044.8700163612,-0.010016361251473427
426345.38,426345.38242246234,-0.0024224623339250684
450000.0,450000.0016458028,-0.0016458028112538159
12220566.08,12220566.080844365,-0.0008443649858236313
12220566.08,12220566.080817787,-0.0008177869021892548
30100.4,30100.386533671786,0.01346632821514504
1268362.38,1268362.382722718,-0.0027227180544286966
8484299.59,8484299.589976503,2.3497268557548523e-05
372550.57,372550.57358264446,-0.003582644450943917
1166857.68,1166857.6897160201,-0.0097160201985389
1543873.0,1543872.999720633,0.00027936697006225586
12405574.6,12405574.596085424,0.003914576023817062
2556014.64,2556014.642307789,-0.00230778893455863
1566565.46,1566565.46435427,-0.004354269942268729
2240780.56,2240780.5610259664,-0.0010259663686156273
2917851.22,2917851.221612988,-0.0016129878349602222
1067120.0,1067120.000363996,-0.00036399601958692074
426345.38,426345.3824223856,-0.0024223856162279844
9525164.5,9525164.49804374,0.0019562598317861557
132560.63,132560.6171881624,0.012811837601475418
3218022.26,3218022.2645902126,-0.00459021283313632
1549893.33,1549893.3308355093,-0.0008355092722922564
2240780.56,2240780.561025353,-0.001025353092700243
1268362.38,1268362.382722718,-0.0027227180544286966
2556014.64,2556014.642308039,-0.0023080389946699142
9643481.2,9643481.19941944,0.0005805585533380508
3286247.76,3286247.7611004338,-0.0011004339903593063
9001496.8,9001496.80030557,-0.00030556879937648773
11700330.12,11700330.122937312,-0.0029373131692409515
20100.0,20100.00259132022,-0.00259132021892583
63524.2,63524.18834915191,0.011650848085992038
1881877.06,1881877.0649792133,-0.004979213234037161
