descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Finasterida 5 mg",1328390,115,30000,ATIVO,COMPRIMIDO,8700,0.29
"GLICOSE 50% 10ML",1328391,127,1500,ATIVO,AMPOLA,318,0.212
"Isossorbida, mononitrato 20mg",1328392,146,500000,ATIVO,COMPRIMIDO,45000,0.09
"Loratadina 10mg",1328393,166,400000,ATIVO,COMPRIMIDO,27040,0.0676
"Loratadina 1mg/ml xarope 60ml",1328394,167,8000,ATIVO,FRASCO,17600,2.2
"Metoclopramida 4mg/mL solução oral 10ml",1328395,174,2000,ATIVO,FRASCO,1279.6,0.6398
"Metronidazol 250mg",1328396,180,250000,ATIVO,COMPRIMIDO,24675,0.0987
"Nifedipino retard 20mg",1328397,189,400000,ATIVO,COMPRIMIDO,31200,0.078
"RANITIDINA 150MG",1328398,213,700000,ATIVO,COMPRIMIDO,54600,0.078
"TIAMINA 300 MG",1328399,233,8000,ATIVO,COMPRIMIDO,1400,0.175
"Doxiciclina 100mg",1328415,99,3000,ATIVO,COMPRIMIDO,392.7,0.1309
"Diazepam 5mg/ml solução injetavel 2ml",1328416,87,3000,ATIVO,AMP,1626,0.542
"Cloreto de potássio 19,1% 10ml",1328417,75,400,ATIVO,AMP,88,0.22
"Clonazepam 2,5mg/mL 20ml, frasco de vidro âmbar",1328418,69,200,ATIVO,FRASCO,346,1.73
"AMIODARONA 200MG",1328444,19,200000,ATIVO,COMPRIMIDO,99320,0.4966
"Anlodipino, besilato 5mg",1328470,27,1500000,ATIVO,COMPRIMIDO,34500,0.023
