descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"UVA IN NATURA",1298197,62,10,ATIVO,kg,95,9.5
"POLVILHO AZEDO",1298198,50,120,ATIVO,kg,1044,8.7
"FERMENTO EM PO",1298199,31,10,ATIVO,kg,223,22.3
KIWI,1298200,36,4,ATIVO,kg,51.6,12.9
"CHOCOLATE BRANCO PURO EM BARRA",1300266,19,10,ATIVO,kg,375,37.5
"CHOCOLATE GRANULADO",1300267,21,20,ATIVO,kg,213.8,10.69
"PÊSSEGOS EM CALDA",1300268,45,50,ATIVO,UNIDADE,366.5,7.33
"SAL IODADO",1300269,58,6,ATIVO,kg,8.1,1.35
"CANELA EM PÓ",1300270,15,20,ATIVO,kg,1092,54.6
"ACUCAR CRISTAL",1300271,2,70,ATIVO,kg,182,2.6
"BALA DE GOMA CONFEITADA",1300272,7,50,ATIVO,PACOTE,439,8.78
"BALA MASTIGAVEL sabores diversos",1300273,9,150,ATIVO,PACOTE,1320,8.8
"MARGARINA FOLHADA",1300274,41,20,ATIVO,kg,434,21.7
TRIGO,1302337,61,600,ATIVO,kg,1578,2.63
"SALAMINHO DEFUMADO",1302338,59,50,ATIVO,kg,202.5,4.05
"POLPA DE PÊSSEGO",1302339,49,4,ATIVO,kg,214.68,53.67
"LEITE DE COCO TRADICIONAL",1302340,38,160,ATIVO,LITRO,870.4,5.44
"POLVILHO DOCE",1304409,51,120,ATIVO,kg,1038,8.65
"CARNE - MÚSCULO TRASEIRO BOVINO MOÍDO (Lagartão)",1304410,16,13,ATIVO,kg,214.5,16.5
"BOMBOM COBERTO COM CHOCOLATE BRANCO",1304411,13,20,ATIVO,kg,720,36
"BOMBOM COBERTO COM CHOCOLATE",1304412,12,20,ATIVO,kg,680,34
"ESSÊNCIA DE PANETONE",1304413,29,3,ATIVO,UNIDADE,125.85,41.95
"FERMENTO BIOLÓGICO EM PÓ SECO E INSTANTÂNEO",1304414,30,50,ATIVO,kg,1444,28.88
"ABACAXI EM CALDA",1304415,1,70,ATIVO,UNIDADE,552.3,7.89
"ACUCAR REFINADO",1304416,4,30,ATIVO,kg,65.7,2.19
"Reforçador de massa",1306438,55,10,ATIVO,kg,188,18.8
"ESSÊNCIA DE BAUNILHA LÍQUIDA PRETA",1306439,28,3,ATIVO,UNIDADE,29.55,9.85
"MILHO EM CONSERVA LATA DE 2 KG",1306440,43,150,ATIVO,kg,1390.5,9.27
BANHA,1306441,10,55,ATIVO,kg,477.4,8.68
"Queijo mussarela fatiado",1308428,54,50,ATIVO,kg,1250,25
"QUEIJO COLONIAL",1308429,53,7,ATIVO,kg,170.8,24.4
"PRESUNTO FATIADO",1308430,52,70,ATIVO,kg,1680,24
"MARGARINA COM SAL",1308431,40,20,ATIVO,BALDE,2060,103
"POLPA DE ABACAXI",1308432,46,4,ATIVO,BALDE,256,64
"CREME DE LEITE UHT",1310448,25,70,ATIVO,UNIDADE,209.3,2.99
"CHOCOLATE AO LEITE PURO EM BARRA",1310449,18,10,ATIVO,kg,355,35.5
"VINHO TINTO SUAVE EM GARRAFA",1310450,64,3,ATIVO,UNIDADE,42,14
"Leite Longa Vida Integral",1310451,39,40,ATIVO,LITRO,116,2.9
"EMULSIFICANTE EMUSTAB",1312459,26,15,ATIVO,UNIDADE,119.25,7.95
"COCO RALADO - CONGELADO MÉDIO",1312460,23,10,ATIVO,kg,233,23.3
"MORANGO IN NATURA",1312461,44,20,ATIVO,BANDEJA,90,4.5
"UVA PASSA",1312462,63,10,ATIVO,kg,181.5,18.15
"GERGELIM EM GRÃOS",1312463,34,20,ATIVO,kg,512,25.6
"GORDURA VEGETAL",1312464,35,25,ATIVO,GRAMAS,189,7.56
"MASSA DE PANETONE",1312465,42,35,ATIVO,kg,5950,170
CHANTILLY,1314614,17,85,ATIVO,LITRO,1300.5,15.3
"Salsicha Tipo Hot Dog",1314615,60,10,ATIVO,kg,84,8.4
"POLPA DE MORANGO",1314616,48,4,ATIVO,BALDE,300,75
"AÇUCAR DE CONFEITEIRO",1314617,3,10,ATIVO,kg,92.3,9.23
"FILÉ DE FRANGO CONGELADO (SASSAMI)",1316676,32,15,ATIVO,kg,178.5,11.9
"FRUTAS CRISTALIZADAS",1316677,33,20,ATIVO,kg,245.4,12.27
"LEITE CONDENSADO",1316678,37,20,ATIVO,UNIDADE,85,4.25
"POLPA DE AMEIXA",1316679,47,15,ATIVO,BALDE,915,61
"AMENDOIM TORRADO E MOÍDO",1316680,5,65,ATIVO,kg,702,10.8
"AMIDO DE MILHO",1316681,6,65,ATIVO,kg,354.9,5.46
"BICARBONATO DE SODIO",1316682,11,10,ATIVO,kg,96.1,9.61
"CHOCOLATE EM PÓ",1318698,20,10,ATIVO,kg,32.5,3.25
"COCO EM FLOCOS",1318699,22,60,ATIVO,UNIDADE,318,5.3
"COCO RALADO",1318700,24,60,ATIVO,UNIDADE,297,4.95
"PAPEL MANTEIGA",1318701,65,12,ATIVO,UNIDADE,355.2,29.6
Refrigerante,1318702,56,15,ATIVO,LITRO,103.5,6.9
"ESSÊNCIA DE BAUNILHA LÍQUIDA BRANCA",1318703,27,3,ATIVO,UNIDADE,34.47,11.49
"BALA MASTIGAVEL sabor iogurte",1318704,8,150,ATIVO,PACOTE,1320,8.8
