descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"PANTOPRAZOL 40MG CPR ZIPROL",1263436,475,1568,ATIVO,COMPRIMIDO,2430.4,1.55
"ADESIVO TRANSDÉRMICO DE NICOTINA 21MG",1263450,33,1400,ATIVO,ADESIVO,10682,7.63
"ADESIVO TRANSDÉRMICO DE NICOTINA 14MG",1263460,32,1400,ATIVO,ADESIVO,10220,7.3
"ADESIVO TRANSDÉRMICO DE NICOTINA 7MG",1263462,34,1400,ATIVO,ADESIVO,9772,6.98
"ALPRAZOLAM 2MG CPR",1263483,48,6000,ATIVO,COMPRIMIDO,960,0.16
"BISOPROLOL 10MG CPR",1263494,96,3000,ATIVO,COMPRIMIDO,837,0.279
"EZETEMIBA + SINVASTATINA 10MG+20MG CPR",1263495,270,8900,ATIVO,COMPRIMIDO,10680,1.2
"BRINZOLAMIDA 1% 5ML SOL OFTALMICA",1263496,101,60,ATIVO,FRASCO,2263.8,37.73
"RISEDRONATO 35MG CPR",1263497,515,500,ATIVO,COMPRIMIDO,625,1.25
"TIBOLONA 2,5MG CPR",1263498,565,900,ATIVO,COMPRIMIDO,422.91,0.4699
"TICLOPIDINA 250MG CPR",1263499,566,1700,ATIVO,COMPRIMIDO,734.4,0.432
"TIMOLOL + TRAVOPROSTA 2,5 COLÍRIO",1263500,568,80,ATIVO,FRASCO,7558.4,94.48
"TRIANCINOLONA ACETONIDA 1 MG/G 10 G",1263501,583,100,ATIVO,TUB,229.9,2.299
"VALSARTANA 320MG CPR",1263502,587,1500,ATIVO,COMPRIMIDO,712.5,0.475
"VALSARTANA + ANLODIPINO 320MG+10MG  CPR",1263503,588,600,ATIVO,COMPRIMIDO,1140,1.9
"VALSARTANA + HCT 160MG+25MG  CPR",1263504,590,600,ATIVO,COMPRIMIDO,888,1.48
"AAS - ACIDO ACETILSALICILICO TAMPONADO 100MG MICROEMCAPSULAD",1263505,603,360,ATIVO,CAPSULAS,162,0.45
"AAS - ACIDO ACETILSALICILICO TAMPONADO 81MG",1263506,605,15000,ATIVO,COMPRIMIDO,4485,0.299
"ACIDO NICOTÍNICO 500MG CPR",1263507,606,720,ATIVO,COMPRIMIDO,1116,1.55
"ACIDO URSODESOXICÓLICO 300MG CPR",1263508,607,2000,ATIVO,COMPRIMIDO,11600,5.8
"ALISQUIRENO 300MG CPR",1263509,608,1000,ATIVO,COMPRIMIDO,3940,3.94
"ALPRAZOLAM 1MG CPR",1263510,609,14500,ATIVO,COMPRIMIDO,1305,0.09
"AMISSULPRIDA 50MG CPR",1263511,610,1000,ATIVO,COMPRIMIDO,3930,3.93
"AMISULPRIDA (SOCIAN) 200MG CPR",1263512,611,3000,ATIVO,COMPRIMIDO,22230,7.41
"EXTRATO DE PINUS PINASTER 50MG",1263513,632,1020,ATIVO,COMPRIMIDO,1560.6,1.53
"EXTRATO SECO DE RHODIOLA ROSEA L. 400MG CPR",1263514,633,660,ATIVO,COMPRIMIDO,1260.6,1.91
"FLUNITRAZEPAM 2MG CPR",1263515,634,3800,ATIVO,COMPRIMIDO,3762,0.99
"HARPAGOPHYTUM PROCUMBENS 300MG CPR",1263516,640,720,ATIVO,COMPRIMIDO,3117.6,4.33
"INSULINA GLARGINA 100UI/ML (LANTUS) 10ML",1263517,644,500,ATIVO,FRASCO,108500,217
"INSULINA LISPRO 100UI/ML (HUMALOG) 10ML",1263518,647,100,ATIVO,FRASCO,9424,94.24
"MOMETASONA  0,05% SPRAY NASAL",1263519,653,30,ATIVO,FRASCO,1299.3,43.31
"OLMESARTANA MEDOXOMILA 40MG CPR",1263520,656,3000,ATIVO,COMPRIMIDO,2700,0.9
"QUETIAPINA 300MG CPR LIB PROLONGADA",1263521,659,720,ATIVO,COMPRIMIDO,11808,16.4
