acao,ano,descricaoElemento,fonteRecurso,funcao,id,numeroElemento,orgao,portaria,programa,subfuncao,unidade
1090,2018,"APLICAÇÕES DIRETAS","Recursos Ordinários",13,0,33900000,"FUNDAÇÃO MUN. DE CULTURA"," ",1018,391,
1090,2018,"APLICAÇÕES DIRETAS","Recursos Ordinários",13,0,44900000,"FUNDAÇÃO MUN. DE CULTURA"," ",1018,391,
