acao,ano,descricaoElemento,fonteRecurso,funcao,id,numeroElemento,orgao,portaria,programa,subfuncao,unidade
1013,2018,"Aplicacoes Diretas","Recursos Ordinários",4,1002994,4465067,"GABINETE DO PREFEITO"," ",1001,122,
1018,2018,"Aplicacoes Diretas","Recursos Ordinários",14,1003298,4465067,"PROCURADORIA GERAL DO MUNICIPIO"," ",1003,422,
1024,2018,"Aplicacoes Diretas","Recursos Ordinários",4,1003522,4465067,"SEC. MUN. DA FAZENDA"," ",1004,122,
1032,2018,"Aplicacoes Diretas","Receitas de Impostos e de Transf. de Impostos-Educação",12,1003954,4465067,"SEC. MUN. DE EDUCAÇÃO"," ",1005,361,
1013,2018,"Aplicacoes Diretas","Convênio de Trânsito - Prefeitura",4,1005098,4465067,"GABINETE DO PREFEITO"," ",1001,122,
1032,2018,"Aplicacoes Diretas","Salário Educação",12,1005114,4465067,"SEC. MUN. DE EDUCAÇÃO"," ",1005,361,
1067,2018,"Aplicacoes Diretas","Transf. do Sist. Unico de Assist. Social-SUAS/União",8,1005750,4465067,"SEC. MUN. DE PLANEJ. E DESENVOLV. ECONOMICO"," ",1014,243,
1068,2018,"Aplicacoes Diretas","Transf. do Sist. Unico de Assist. Social-SUAS/União",8,1005860,4465067,"SEC. MUN. DE PLANEJ. E DESENVOLV. ECONOMICO"," ",1014,243,
1089,2018,"Aplicacoes Diretas","Recursos Ordinários",13,1006010,4465067,"FUNDAÇÃO MUN. DE CULTURA"," ",1018,391,
1093,2018,"Aplicacoes Diretas","Recursos Ordinários",27,1006154,4465067,"FUNDAÇÃO MUN. DE ESPORTES"," ",1019,122,
1095,2018,"Aplicacoes Diretas","Recursos Ordinários",18,1006294,4465067,"FUNDAÇÃO MUN. DO MEIO AMBIENTE"," ",1020,122,
1045,2018,"Aplicacoes Diretas","Transf. do SUS/União",10,1006499,4465067,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,301,
1049,2018,"Aplicacoes Diretas","Transf. do SUS/União",10,1006617,4465067,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,304,
1052,2018,"Aplicacoes Diretas","Transf. do SUS/União",10,1006754,4465067,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,305,
1055,2018,"Aplicacoes Diretas","Transf. do SUS/União",10,1006861,4465067,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,301,
1057,2018,"Aplicacoes Diretas","Transf. do SUS/União",10,1006931,4465067,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,301,
1060,2018,"Aplicacoes Diretas","Transf. do SUS/União",10,1007061,4465067,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,301,
1207,2018,"Aplicacoes Diretas","Receitas de Impostos e de Transferência de Impostos - Saúde",10,1007331,4465067,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,305,
