acao,ano,descricaoElemento,fonteRecurso,funcao,id,numeroElemento,orgao,portaria,programa,subfuncao,unidade
1202,2018,"APLICAÇÕES DIRETAS","Transf. do SUS/União",10,0,33900000,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,303,
1202,2018,"APLICAÇÕES DIRETAS","Transf. do SUS/Estado",10,0,33900000,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,303,
