acao,ano,descricaoElemento,fonteRecurso,funcao,id,numeroElemento,orgao,portaria,programa,subfuncao,unidade
1008,2018,"Aplicacoes Diretas","Recursos Ordinários",4,1003154,4465067,"GABINETE DO PREFEITO"," ",1001,122,
1028,2018,"Aplicacoes Diretas","Convênio Trânsito - Civil",6,1003730,4465067,"SEC. MUN. DA FAZENDA"," ",1004,181,
1028,2018,"Aplicacoes Diretas","Recursos Ordinários",6,1003738,4465067,"SEC. MUN. DA FAZENDA"," ",1004,181,
