descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"CARBONATO DE CALCIO 1.250MG EQV 500MG CA++ CPR",1261325,120,60000,ATIVO,COMPRIMIDO,4860,0.081
"CARBAMAZEPINA SOL. ORAL FRASCO 100 ML",1261326,115,2500,ATIVO,FRASCO,25000,10
"CAPTOPRIL 25 MG",1261327,112,1500000,ATIVO,COMPRIMIDO,18000,0.012
"BROMETO DE N. BUTIL ESCOPOLAMINA 20 MG/1ML SOL. INJ.",1261328,100,5000,ATIVO,AMP,4050,0.81
"BROMETO DE N.BUTILESCOPOLAMINA+DIPIRONA 5 ML",1261329,97,15000,ATIVO,AMP,16950,1.13
"BROMETO DE IPRATROPIO 0,250 MG/ML 20 ML",1261330,95,5000,ATIVO,FRASCO,3150,0.63
"BIMATOPROSTA 0,03% SOL OFTALMICA",1261331,83,50,ATIVO,FRASCO,1050,21
"BETAMETASONA (ACETATO 3MG + FOSFATO DISSÓDICO 3MG) SOL INJ",1261332,80,2000,ATIVO,AMPOLA,7360,3.68
"BENZILPENICILINA  BENZATINA 600.000 UI",1261333,74,5000,ATIVO,FRASCO,42000,8.4
"ATROPINA 0,5MG INJ. 1ML",1261334,65,1000,ATIVO,AMPOLA,600,0.6
"ATROPINA 0,25 MG INJETÁVEL - 1ML",1261335,64,500,ATIVO,AMP,125,0.25
"AMIODARONA 200 MG",1261336,48,60000,ATIVO,COMPRIMIDO,16200,0.27
"AMINOFILINA 240 MG SOL. INJ.10 ML",1261337,45,4000,ATIVO,AMPOLA,2512,0.628
"AMBROXOL 3MG/ML",1261338,41,3000,ATIVO,FRASCO,4350,1.45
"ALBENDAZOL 400MG/10ML",1261339,34,15000,ATIVO,FRASCO,13500,0.9
"AGUA DESTILADA 10ml, Ampola 10ml",1261340,31,30000,ATIVO,AMP,3240,0.108
"ÁCIDO VALPRÓICO 50 MG/ML SOL ORAL 100 ML",1261341,28,6000,ATIVO,FRASCO,12000,2
"AAS - ACIDO ACETILSALICILICO 500 MG",1261342,6,10000,ATIVO,COMPRIMIDO,284,0.0284
"CITALOPRAM 20MG CPR",1261350,148,30000,ATIVO,COMPRIMIDO,4050,0.135
"CLINDAMICINA 300 MG",1261352,150,12000,ATIVO,COMPRIMIDO,7560,0.63
"CLORETO BENZALCONIO +CLOR DE SÓDIO 0,1+9MG/ML 20ML",1261353,163,1000,ATIVO,FRASCO,600,0.6
"PARACETAMOL 200 MG SOL ORAL GOTAS 15 ML",1261354,429,20000,ATIVO,FRASCO,12000,0.6
"MICONAZOL CR. VAGINAL 2% 80G BISN. 28G C/ APLICADOR EMBALADO",1261355,384,6000,ATIVO,TUBO,24600,4.1
"METOCLOPRAMIDA - 10MG - COMPRIMIDO",1261356,373,180000,ATIVO,COMPRIMIDO,12600,0.07
"METFORMINA 500MG",1261357,363,350000,ATIVO,COMPRIMIDO,14700,0.042
"Loratadina 10mg",1261358,350,90000,ATIVO,COMPRIMIDO,3600,0.04
"LEVONORGESTREL 0,75MG  Comprimido",1261359,338,5000,ATIVO,COMPRIMIDO,12900,2.58
"HIDROCORTISONA (SULCINATO SODICO) 500MG-F.A. 4ML",1261360,303,8000,ATIVO,FRS,34320,4.29
"Glicose 50 % ampola 10 ml injetavel",1261361,285,2500,ATIVO,AMP,450,0.18
"GLICOSE  25% - AMPOLA 10ML",1261362,284,2500,ATIVO,AMP,425,0.17
"FUROSEMIDA 20 MG SOL INJ 2 ML",1261363,273,1250,ATIVO,AMP,375,0.3
"FUROSEMIDA 10 MG/ML - AMPOLA 2 ML",1261364,272,3080,ATIVO,AMP,924,0.3
"FLUOXETINA 20 MG",1261365,266,1000000,ATIVO,COMPRIMIDO,41500,0.0415
"ETILEFRINA 10mg/ml, ampola 1ml",1261366,251,250,ATIVO,AMP,262.5,1.05
"ENALAPRIL 10 MG",1261367,237,1000000,ATIVO,COMPRIMIDO,25000,0.025
"DOPAMINA 50 MG SOL INJ 10 ML",1261368,234,1500,ATIVO,AMP,1560,1.04
"DIPIRONA SODICO 500MG INJETAVEL - 2ML",1261369,225,20000,ATIVO,AMP,5880,0.294
"DIPIRONA 500 MG/ML GOTAS 10 ML",1261370,224,15000,ATIVO,FRASCO,9000,0.6
"DILTIAZEM 60MG CPR",1261371,218,20000,ATIVO,COMPRIMIDO,3600,0.18
"DICLOFENATO SODICO 75MG 3ML",1261372,212,10000,ATIVO,AMP,4000,0.4
"DEXAMETASONA 4 MG SOL INJ 2,5 ML",1261373,200,10000,ATIVO,AMP,4400,0.44
"DEXAMETASONA 2MG SOL. INJ. 1ML",1261374,199,5000,ATIVO,AMP,1850,0.37
"CLORIDRATO DE TRAMADOL 100 MG SOL INJ. 2 ML",1261375,179,5000,ATIVO,AMPOLA,2520,0.504
"CLORETO DE SÓDIO  20% SOL INJ.",1261376,167,1500,ATIVO,AMPOLA,285,0.19
"Cloreto de potássio 19,1% 10ml",1261377,165,1000,ATIVO,AMP,190,0.19
"CLORETO DE POTASSIO 10% - AMPOLA 10 ML",1261378,164,500,ATIVO,AMP,95,0.19
"CLONAZEPAM 2,5 MG/ML 20ML",1261379,157,10000,ATIVO,FRASCO,15400,1.54
"Ranitidina Cloridrato 25mg/ml, Ampola 2ml",1261424,460,6000,ATIVO,AMP,1860,0.31
"RANITIDINA 150MG",1261440,461,350000,ATIVO,COMPRIMIDO,20650,0.059
"SERTALINA 50MG",1261541,477,160000,ATIVO,COMPRIMIDO,13440,0.084
