descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"corrente para cadeado 4mm",1298147,159,80,ATIVO,METRO,1560,19.5
"curva eletroduto pvc anti-chama 2 x 180º preta",1298149,169,90,ATIVO,UNIDADE,1350.9,15.01
"COLA BRANCA",1298150,154,225,ATIVO,kg,3708,16.48
"cabo aço galv. a. fibra 5/16",1298167,85,140,ATIVO,METRO,576.8,4.12
"rodaforro pvc 6mt",1298172,433,1320,ATIVO,BARRA,30043.2,22.76
"lavatorio sem coluna  (louca branca).",1298184,299,93,ATIVO,UNIDADE,3873.45,41.65
"cx dágua fibra    310 litros",1300215,177,104,ATIVO,UNIDADE,13150.8,126.45
"chapa aluminio 60cm",1300219,144,400,ATIVO,METRO,8096,20.24
"disjuntor termomagnético trifásico, nema de 20a",1300225,195,50,ATIVO,UNIDADE,2528.5,50.57
"bacio sanitário(oval)em porcelana cores bege,branco ou cinza",1300230,38,135,ATIVO,UNIDADE,10381.5,76.9
"cx dágua fibra    500 litros",1302257,178,124,ATIVO,UNIDADE,23496.76,189.49
"disjuntor termomagnético monofásico, nema de 20a",1302264,191,125,ATIVO,UNIDADE,1220,9.76
"tubo concreto 20cm",1302298,514,370,ATIVO,UNIDADE,6001.4,16.22
"tubo concreto 20cm (poroso)",1302299,515,1050,ATIVO,UNIDADE,21252,20.24
"fita sinalização zebrada 7cm x 200m",1304374,237,310,ATIVO,ROLO,2994.6,9.66
"Canaleta PVC com tampa,largura 30mm altura 30mm ventilada e",1304382,119,340,ATIVO,UNIDADE,5552.2,16.33
"cabo aço galv. a. fibra 1/8",1304388,83,170,ATIVO,METRO,229.5,1.35
"Luva esgoto 100mm",1304397,326,265,ATIVO,UNIDADE,813.55,3.07
"cumeeira de amianto para telhado 4mm x 0,50 (par)",1306373,162,660,ATIVO,UNIDADE,6916.8,10.48
"corrente para cadeado 8mm",1306374,161,65,ATIVO,METRO,971.75,14.95
"cj tomada 10A 2p+T ABNT sistema X",1306378,151,400,ATIVO,UNIDADE,2104,5.26
"Grampo cabo de aço 1/8",1306386,243,85,ATIVO,UNIDADE,44.2,0.52
"Bloco construção maciço 50x16x20",1306389,44,2200,ATIVO,UNIDADE,10714,4.87
"arame farpado com carga de ruptura min. de 350Kgf,500m",1306392,22,112,ATIVO,ROLO,28627.2,255.6
"Dispenser Sabonete Líquida de parede",1306406,563,150,ATIVO,UNIDADE,4950,33
"Madeirite cola fenolica 1,10m x 2,20m x 12mm",1306430,340,1080,ATIVO,UNIDADE,37044,34.3
"cumeeira de amianto para telhado 6mm x 0,50 15º",1308384,163,675,ATIVO,UNIDADE,20263.5,30.02
"cx dágua fibra 1.000 litros",1308387,179,110,ATIVO,UNIDADE,30787.9,279.89
"grampo cabo de aço 1/4",1308389,242,105,ATIVO,UNIDADE,74.55,0.71
"laje pre moldada (vigote e tapuia)",1308420,286,460,ATIVO,"METRO QUADRADO",13478,29.3
"chapa aluminio 20cm",1310380,142,325,ATIVO,METRO,6776.25,20.85
"cabo aço galv. a. fibra 1/4",1310396,82,140,ATIVO,METRO,499.8,3.57
"corrente para cadeado 6mm",1312400,160,75,ATIVO,METRO,1155.75,15.41
"Forro De Pvc 100Mm(Conforme Nbr 14285-Perfil De Pvc Rígidos",1312436,577,1525,ATIVO,"METRO QUADRADO",18498.25,12.13
"Canaleta PVC com tampa,largura 20mm altura 10mm e compriment",1314562,118,750,ATIVO,UNIDADE,4110,5.48
"cabo aço galv. a. fibra 3/16",1314570,84,320,ATIVO,METRO,716.8,2.24
"Forro De Pvc 100Mm(Conforme Nbr 14285-Perfil De Pvc Rígidos",1314586,578,4575,ATIVO,"METRO QUADRADO",55494.75,12.13
"Mourão concreto 2,50 curvo",1314606,361,570,ATIVO,UNIDADE,18570.6,32.58
"Arame farpado com carga de ruptura min. de 350Kgf, Rolo 250m",1316633,21,29,ATIVO,ROLO,4016.5,138.5
"PEDRA ALICERCE",1316667,373,970,ATIVO,METRO,14996.2,15.46
"Mourão concreto 2.00 reto",1316670,360,540,ATIVO,UNIDADE,13640.4,25.26
"chapa aluminio 30cm",1318647,143,395,ATIVO,METRO,9341.75,23.65
"Bloco construção vazado 14x19x39",1318656,45,1300,ATIVO,UNIDADE,4160,3.2
"tubo corrugado drenagem 4 (preto)",1318677,516,4050,ATIVO,METRO,19723.5,4.87
"lavatório com coluna suspensa de louça (grande)",1318681,298,89,ATIVO,UNIDADE,8957.85,100.65
"mole aerea p/ porta força 2",1318694,359,45,ATIVO,UNIDADE,3532.05,78.49
