ano,data,dataVencimento,itens,numero,ocorrencias
2019,2019-01-16,2020-01-16,"itens_7dd910ad-14e5-4360-95d7-9979f4be7d8b.csv",34," "
2019,2019-01-16,2020-01-16,"itens_7f6a5baa-6fd3-4dd0-968b-928e05b67e4a.csv",1," "
