descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"FITA KREPP 50MT X 19MM",1297602,61,30,ATIVO,UNIDADE,54,1.8
"Lixa preta ferro pano g-120",1297603,88,100,ATIVO,UNIDADE,120,1.2
"LAMPADA PERA LED 7W BIVOLT BASE E27 BRANCA",1297604,86,400,ATIVO,UNIDADE,2880,7.2
"LAMPADA LED TUBOLAR T8 18W 6500K - BRANCA",1297605,85,200,ATIVO,UNIDADE,3600,18
"JOELHO 90GR. SOLD E COM BUCHA DE LATÃO 25MMX1/2",1297606,82,10,ATIVO,UNIDADE,13,1.3
"DOCOL - TORNEIRA LAVATORIO MESA PRESMATIC COMPACT.",1297607,53,5,ATIVO,UNIDADE,425,85
"JOELHO 45 GRAUS SOLDAVEL 32MM",1297608,75,50,ATIVO,UNIDADE,45,0.9
"DISJUNTOR MONO SBH1-CO 20A - BRANCO",1297609,50,50,ATIVO,UNIDADE,175,3.5
"CURVA 90 GRAUS SOLDAVEL 25 MM",1297610,42,25,ATIVO,UNIDADE,17.5,0.7
"CABO DE AÇO GALVANIZADO DIAMETRO 3/16 (4,8MM)",1297611,25,50,ATIVO,METRO,125,2.5
"TELHA ONDULADA 6MM 110X153 FIBROCIM. S/ AMIANTO",1297612,118,100,ATIVO,UNIDADE,2500,25
"LUVA SOLDAVEL BUCHA DE LATAO 32MMMX1",1297613,91,5,ATIVO,UNIDADE,58,11.6
"X CANALETA - C/ ADESIVO 20X10X200MM ESTREITA",1297614,136,200,ATIVO,UNIDADE,580,2.9
"Parafuso chipboard chata bicromatizado 4,5x40",1297615,97,1000,ATIVO,UNIDADE,50,0.05
"FITA PARA DEMARCACAO AMARELA/PRETA 70X100MT",1299629,62,10,ATIVO,UNIDADE,69.5,6.95
"LAMPADA LED TUBOLAR T8 10W 6500K - BRANCA",1299630,84,200,ATIVO,UNIDADE,3000,15
"JOELHO 90 GRAUS FEMEA-GALVANIZADA 2.1/2",1299631,83,5,ATIVO,UNIDADE,186.55,37.31
"GOLDEN - THINNER 2000 05LTS",1299632,67,5,ATIVO,GALAO,150,30
"Joelho 45 graus soldável 50mm",1299633,77,40,ATIVO,UNIDADE,88,2.2
"CURVA DE TRANSPOSIÇÃO SOLDAVEL 25MM",1299634,45,25,ATIVO,UNIDADE,82.5,3.3
"CABO FLEXIVEL 1,5MM (PRETO)",1299635,29,1000,ATIVO,METRO,400,0.4
"DISCO DE CORTE INOX DEEP CUT 4.1/2",1299637,48,15,ATIVO,UNIDADE,19.5,1.3
"TORNO DE BANCADA N.5 FIXO",1299638,123,1,ATIVO,UNIDADE,145,145
"TUBO PVC AGUA PBS SOLDAVEL 50MM - MT",1299640,128,60,ATIVO,METRO,288,4.8
"BITS PONTA PHILIPS PH.2 - 1/4X50MM",1299641,11,5,ATIVO,UNIDADE,12,2.4
"FITA DUPLA FACE 12MM TRANSPARENTE (20MTS)",1301690,57,20,ATIVO,METRO,36,1.8
"Docol - valvula descarga ri 484 1.1/2 base",1301691,54,5,ATIVO,UNIDADE,270,54
"FITA ISOLANTE ANTI-CHAMA PRETA 19MMX20MT",1301692,59,10,ATIVO,UNIDADE,38.5,3.85
