ano,data,dataVencimento,itens,numero,ocorrencias
2018,2018-03-01,2019-03-01,"itens_68e5d9fb-4173-4ae0-b4fa-7b94b3b8dd01.csv",100," "
2018,2018-03-01,2019-03-01,"itens_51e01bf8-def0-4653-bcf9-17a6350a7596.csv",97," "
2018,2018-03-01,2019-03-01,"itens_cee19556-4c84-4b12-be04-85052f455a53.csv",11," "
2018,2018-03-01,2019-03-01,"itens_bb917034-360b-402f-9342-3be8ee430ca5.csv",94," "
2018,2018-03-01,2019-03-01,"itens_15952840-6233-45e9-b277-dd83fcb38283.csv",99," "
2018,2018-03-01,2019-03-01,"itens_090743d7-95ed-4acd-aa8a-614b3f593228.csv",102," "
2018,2018-03-01,2019-03-01,"itens_37e433c9-f306-4d27-a9f7-1f317b221c3f.csv",103," "
2018,2018-03-01,2019-03-01,"itens_6a172a3e-f78d-43a8-9d11-d4dd699e59de.csv",98," "
2018,2018-03-01,2019-03-01,"itens_dba1f27f-c83f-42c7-95d5-b6d8b8631dd8.csv",96," "
2018,2018-03-01,2019-03-01,"itens_7f690789-78a4-4e4b-aa82-26ffc855893f.csv",90," "
2018,2018-03-01,2019-03-01,"itens_ca3fc8cd-a284-441b-864a-20758de9c9a0.csv",95," "
2018,2018-03-01,2019-03-01,"itens_0264ce54-f4a3-48b6-a438-e4b116c23677.csv",101," "
2018,2018-03-01,2019-03-01,"itens_961a3351-049a-4093-b090-0fef5f74a632.csv",93," "
2018,2018-03-01,2019-03-01,"itens_8f1a534e-0619-4722-80d0-617a18d00560.csv",89," "
2018,2018-03-01,2019-03-01,"itens_935751f5-2a13-4a19-944b-f84dec32d552.csv",91," "
2018,2018-03-01,2019-03-01,"itens_23d7fb25-17a2-49ce-861d-08835250cca4.csv",92," "
