descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"ACIDO VALPRÓICO 250 MG CAPS",1263361,27,330000,ATIVO,CAPSULAS,40920,0.124
"ACIDO VALPRÓICO 300 MG",1263362,28,3000,ATIVO,COMPRIMIDO,1650,0.55
"ACIDO VALPROICO 500MG",1263363,29,535000,ATIVO,COMPRIMIDO,149265,0.279
"CLORIDRATO DE HIDRALAZINA 25MG",1263364,180,19000,ATIVO,COMPRIMIDO,4788,0.252
"CLORIDRATO DE HIDRALAZINA 50MG",1263365,181,39000,ATIVO,COMPRIMIDO,13143,0.337
"CODEINA + DICLOF SÓDICO 50MG+50MG CPR",1263366,196,2400,ATIVO,COMPRIMIDO,7267.2,3.028
"COLAGENASE 1,2 U/G 30G POMADA",1263367,200,1000,ATIVO,TUBO,9800,9.8
"DIVALPROATO SÓDICO 125MG CPR",1263368,238,3600,ATIVO,CPR,2592,0.72
"LEVODOPA + BENZERAZIDA 200MG+50MG CPR",1263369,361,120920,ATIVO,COMPRIMIDO,87062.4,0.72
"LEVODOPA + BENZERAZIDA BD 100MG + 25MG CPR",1263370,362,150300,ATIVO,COMPRIMIDO,135119.7,0.899
"LEVODOPA + BENZERAZIDA DISPERSÍVEL 100MG+25MG CPR",1263371,363,115040,ATIVO,COMPRIMIDO,153578.4,1.335
"LEVODOPA + BENZERAZIDA DR 200MG+50MG CPR (LIB. PROL.)",1263373,364,50000,ATIVO,COMPRIMIDO,91550,1.831
"POLIVITAMINICO E SAIS MINERAIS CPR (VIT A. B1.B2.B6.B12.C.D3",1263374,495,180000,ATIVO,COMPRIMIDO,12960,0.072
"VILDAGLIPTINA 50MG CPR",1263375,596,11968,ATIVO,COMPRIMIDO,32289.66,2.698
"VILDAGLIPTINA + METFORMINA 50MG+1000MG CPR",1263376,597,8100,ATIVO,COMPRIMIDO,23976,2.96
"VILDAGLIPTINA + METFORMINA 50MG+850MG CPR",1263377,598,12560,ATIVO,COMPRIMIDO,37177.6,2.96
"CARBAMAZEPINA CR 200",1263378,617,4500,ATIVO,COMPRIMIDO,3073.5,0.683
"CARBAMAZEPINA CR 400 MG",1263379,618,5000,ATIVO,COMPRIMIDO,7230,1.446
"DIVALPROATO SODICO 500MG CPR  (ReferÊncia DEPAKOTE)",1263380,629,4960,ATIVO,COMPRIMIDO,6834.88,1.378
"INDACATEROL 150MG CPR",1263381,642,900,ATIVO,COMPRIMIDO,2349.9,2.611
"METILFENIDATO, CLORIDRATO 10MG CPR",1263382,652,86500,ATIVO,COMPRIMIDO,64961.5,0.751
"VALSARTANA 160MG + HIDROCLOROTIAZIDA 12,5MG + BESILATO DE AN",1263383,670,360,ATIVO,COMPRIMIDO,1026,2.85
"VILDAGLIPTINA 50MG CPR",1263384,672,11968,ATIVO,COMPRIMIDO,28400.06,2.373
"LEVODOPA + BENZERAZIDA HBS 100MG+25MG CÁPSULAS",1263394,365,115800,ATIVO,CAPSULAS,154593,1.335
