descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Pá de juntar com conha quadrada e com cabo de madeira",1298063,25,100,ATIVO,UNIDADE,1700,17
"Marreta Oitavada 2kg",1298064,29,25,ATIVO,UNIDADE,625,25
"Linha de Nylon (Rolo 100m)",1298065,35,20,ATIVO,UNIDADE,96,4.8
"Martelo Unha de 29mm com Cabo em Madeira",1300124,32,10,ATIVO,UNIDADE,200,20
"Serrote Profissional 18",1302179,39,2,ATIVO,UNIDADE,43.28,21.64
"Lâmina de serra manual 1/2x 12",1306282,37,15,ATIVO,UNIDADE,48,3.2
"Ferro 1/4 (6,3 mm) - 12 mts",1306283,14,500,ATIVO,BARRA,6750,13.5
"Trena com Graduação em milímetros e polegadas",1308306,31,20,ATIVO,UNIDADE,202,10.1
"Machadinha de unha",1308307,33,10,ATIVO,UNIDADE,210,21
"arco de serra profissional 12´´",1310313,36,5,ATIVO,UNIDADE,87.5,17.5
"Ferro 5/16 (8,0 mm) - 12 Mts",1310315,15,500,ATIVO,BARRA,10565,21.13
"Ferro 1/2 (12,7 mm) - 12 Mts",1310316,16,200,ATIVO,BARRA,8658,43.29
"Martelo de Borracha de 80 mm",1312322,30,20,ATIVO,UNIDADE,500,25
"fita sinalização zebrada 7cm x 200m",1314473,38,4,ATIVO,ROLO,38.8,9.7
"Picareta Estreita Com Cabo Madeira",1316551,34,30,ATIVO,UNIDADE,1080,36
"Cimento CPIV (Saca 50kg)",1316553,13,5000,ATIVO,SACA,114000,22.8
"enxada em aço carbono  temperado com cabo de madeira",1318578,26,50,ATIVO,UNIDADE,750,15
"Balde de ferro galvanizado 10 litros",1318579,27,50,ATIVO,UNIDADE,500,10
