descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Esfigmomanômetro Automático de Braço (Braquial)",1297977,63,6,ATIVO,UNIDADE,803.4,133.9
"Aparelho de Pressão Digital",1300007,52,6,ATIVO,UNIDADE,457.02,76.17
"Soro Fisiológico 100ml.",1302070,5,200,ATIVO,MILILITRO,348,1.74
"Compressa cirúrgica 45x50 (campo operatório)",1304178,7,200,ATIVO,PACOTE,8874,44.37
"Alcool Líquido 70%",1304179,3,250,ATIVO,LITRO,1122.5,4.49
"Máscara facial para oxigênio adulto",1304182,47,10,ATIVO,UNIDADE,97.9,9.79
"Álcool Líquido 92,8 INPM (96º GL)",1306172,2,250,ATIVO,LITRO,1450,5.8
"Máscara facial para oxigênio infantil",1308207,46,10,ATIVO,UNIDADE,97.9,9.79
"Saco de lixo polietileno cor branco leitoso 50 L",1310209,33,20,ATIVO,CAIXA,371.8,18.59
"Termômetro digital",1312220,55,6,ATIVO,UNIDADE,891.72,148.62
"Válvula Reguladora de Pressão Para Cilindro com Fluxômetro D",1341678,64,6,ATIVO,UNIDADE,1660.8,276.8
